code,description
EDU_audd_7669,"Musik/Musikvidenskab, bach."
EDU_audd_7670,"Dansk, bach."
EDU_audd_7671,"Tysk sprog, litteratur og kultur, bach."
EDU_audd_7672,"Økonomi, bach."
EDU_audd_7673,"Kinesisk kultur, mag.art."
EDU_audd_7674,"Jura, bach."
EDU_audd_7675,"Samfundsfag, bach."
EDU_audd_7676,"Sociologi, bach."
EDU_audd_7677,"Psykologi, bach."
EDU_audd_7678,"Medicin, bach."
EDU_audd_7679,"Energi, ing.bach."
EDU_audd_7680,"Energi, ing.bach."
EDU_audd_7681,"Teknoantropologi, bach."
EDU_audd_7682,"Teknoantropologi, bach."
EDU_audd_7683,"Koreansk, mag.art."
EDU_audd_7684,"Matematik og økonomi, bach."
EDU_audd_7685,"Kemi, bach."
EDU_audd_7686,"Fysik, bach."
EDU_audd_7687,"Matematik, bach."
EDU_audd_7688,"Biologi, bach."
EDU_audd_7689,"Geografi/Geografi og geoinformatik, bach."
EDU_audd_7690,"Idræt/Idræt og sundhed, bach."
EDU_audd_7691,"Bioteknologi, ing.bach."
EDU_audd_7692,"Landinspektørvidenskab, bach."
EDU_audd_7693,"Japansk, mag.art."
EDU_audd_7694,"Landinspektørvidenskab, bach."
EDU_audd_7695,"Biotechnology, cand.polyt."
EDU_audd_7696,"International Relations, cand.soc."
EDU_audd_7697,"International Relations, cand.soc."
EDU_audd_7698,"IT, læring og organisatorisk omstilling, cand.it."
EDU_audd_7699,"IT, læring og organisatorisk omstilling, cand.it."
EDU_audd_7700,"Surveying and Planning, cand.tech."
EDU_audd_7701,"Surveying and Planning, cand.tech."
EDU_audd_7702,"Erhvervsøkonomi, cand.merc."
EDU_audd_7703,"Økonomi, cand.oecon."
EDU_audd_7704,"Jura, cand.jur."
EDU_audd_7705,"Engelsk, cand.mag."
EDU_audd_7706,"Datalogi, cand.scient."
EDU_audd_7707,"Kemi, cand.scient."
EDU_audd_7708,"Folkesundhedsvidenskab, cand.scient.san.publ."
EDU_audd_7709,"Matematik, cand.scient."
EDU_audd_7710,"Matematik-økonomi, cand.scient.oecon."
EDU_audd_7711,"Kommunikation, cand.mag."
EDU_audd_7712,"Kommunikation, cand.mag."
EDU_audd_7713,"Informationsvidenskab, cand.it."
EDU_audd_7714,"Geography/Geography and Geoinformatics, cand.scient."
EDU_audd_7715,"Robotics, cand.polyt."
EDU_audd_7716,"Erhvervsøkonomi og jura, cand.merc.jur."
EDU_audd_7717,"Revision, cand.merc.aud."
EDU_audd_7718,"Medialogy, cand.scient."
EDU_audd_7719,"Medialogy, cand.scient."
EDU_audd_7720,"Musik/Musikvidenskab, cand.mag."
EDU_audd_7721,"Dansk, cand.mag."
EDU_audd_7722,"Tysk sprog, litteratur og kultur, cand.mag."
EDU_audd_7723,"Tibetansk, mag.art."
EDU_audd_7724,"Tourism, cand.mag."
EDU_audd_7725,"Tourism, cand.mag."
EDU_audd_7726,"Historie, cand.mag."
EDU_audd_7727,"Læring og forandringsprocesser, cand.mag."
EDU_audd_7728,"Læring og forandringsprocesser, cand.mag."
EDU_audd_7729,"Samfundsfag, cand.soc."
EDU_audd_7730,"Sociologi, cand.scient.soc."
EDU_audd_7731,"Socialt arbejde, cand.soc."
EDU_audd_7732,"Socialt arbejde, cand.soc."
EDU_audd_7733,"Sprogvidenskab, mag.art."
EDU_audd_7734,"Psykologi, cand.psych."
EDU_audd_7735,"Medicin, cand.med."
EDU_audd_7736,"Idræt/Idræt og sundhed, cand.scient."
EDU_audd_7737,"Surveying, Planning and Land Management, cand.geom."
EDU_audd_7738,"Surveying, Planning and Land Management, cand.geom."
EDU_audd_7739,"Techno-Anthropology, cand.scient."
EDU_audd_7740,"Techno-Anthropology, cand.scient."
EDU_audd_7741,"Economics and Business Administration, bach."
EDU_audd_7742,"Biomedical Engineering and Informatics, cand.polyt."
EDU_audd_7743,"Lingvistik indoeuropæisk, mag.art."
EDU_audd_7744,"Statskundskab, cand.scient.pol."
EDU_audd_7745,"Generel pædagogik, cand.pæd."
EDU_audd_7746,"Dansk, cand.pæd. (DPU)"
EDU_audd_7747,"Pædagogisk filosofi, c.pæd."
EDU_audd_7748,"Pædagogisk antropologi, c.pæd."
EDU_audd_7749,"Pædagogisk psykologi, cand.pæd."
EDU_audd_7750,"Pædagogisk sociologi, c.pæd."
EDU_audd_7751,"Matematik, cand.pæd. (DPU)"
EDU_audd_7752,"Didaktik, kand."
EDU_audd_7753,"Lifelong learning, policy - management, kand."
EDU_audd_7754,"IT-didaktisk design, cand.pæd."
EDU_audd_7755,"Statskundskab, bach."
EDU_audd_7756,"Molecular Medicine, cand.scient."
EDU_audd_7776,"Latin, mag.art."
EDU_audd_7779,"Filologi klassisk, mag.art."
EDU_audd_7802,"Norrøn filologi, cand.phil."
EDU_audd_7803,"Bygningsteknik, ing.bach."
EDU_audd_7804,"Norrøn filologi, cand.mag."
EDU_audd_7813,"Iransk filologi, mag.art."
EDU_audd_7832,"Indisk filologi, cand.phil."
EDU_audd_7833,"Indisk filologi, mag.art."
EDU_audd_7841,"Klassisk instrument-sang-ensemble, bach."
EDU_audd_7842,"Grønlandsk filologi, cand.phil."
EDU_audd_7843,"Musikpædagogik ensemble-korledelse, bach."
EDU_audd_7844,"Grønlandsk filologi, cand.mag."
EDU_audd_7845,"Rytmisk instrument.-sang-ensemble, bach."
EDU_audd_7846,"Klassisk musikpædagogik (AM), bach."
EDU_audd_7847,"Rytmisk musikpædagogik (AM), bach."
EDU_audd_7848,"Musikpædagogik brobygning, bach."
EDU_audd_7849,"Elektronisk musik og lydkunst, bach."
EDU_audd_7850,"Kirkemusik, bach."
EDU_audd_7851,"Rytmisk musik, bach."
EDU_audd_7852,"Komponist, bach."
EDU_audd_7853,"Sangskrivning, bach."
EDU_audd_7854,"Musikteori, bach."
EDU_audd_7855,"Tonemester (musik), bach."
EDU_audd_7856,"Lydtekniker (musik), bach."
EDU_audd_7857,"Musikformidling, bach."
EDU_audd_7858,"Den individuelle musikuddannelse IM, bach."
EDU_audd_7859,"Folkemusik, bach."
EDU_audd_7860,"Musik og musikpædagogik, bach."
EDU_audd_7861,"Music, cand.musicae"
EDU_audd_7862,"Musikpædagog, cand.musicae"
EDU_audd_7863,"Musik- og bevægelseslærer, cand.musicae"
EDU_audd_7864,"Solist musisk, komposition"
EDU_audd_7865,"Musik og musikpædagogik, cand.musicae"
EDU_audd_7866,"Musikpædagogisk udvikling (MMS), master"
EDU_audd_7867,"Solist, samtidsmusik"
EDU_audd_7873,"Musik, mag.art."
EDU_audd_7883,"Teatervidenskab, mag.art."
EDU_audd_7887,"Æstetisk kulturarbejde, cand.phil."
EDU_audd_7893,"Dramaturgi, mag.art."
EDU_audd_7900,"Matematik-teknologi, ing.bach."
EDU_audd_7901,"Bæredygtigt design, ing.bach."
EDU_audd_7902,"Kemi og bioteknologi, ing.bach."
EDU_audd_7903,"Kunsthistorie, mag.art."
EDU_audd_7904,"Fysik og teknologi, ing.bach."
EDU_audd_7905,"Manufacturing and operations engineering, ing.bach."
EDU_audd_7906,"Data science og datamangament, ing.bach."
EDU_audd_7907,"Applied Industrial Electronics, ing.bach."
EDU_audd_7908,"Elektronik og system-design, ing.bach."
EDU_audd_7909,"Computerteknologi, ing.bach."
EDU_audd_7910,"Robotteknologi, ing.bach."
EDU_audd_7911,"Mechatronics, ing.bach."
EDU_audd_7912,"Teknisk biomedicin, ing.bach."
EDU_audd_7913,"Filmvidenskab, mag.art."
EDU_audd_7914,"Engineering, Innovation and Business, ing.bach."
EDU_audd_7915,"Product Development and Innovation, ing.bach."
EDU_audd_7916,"Teknisk videnskab (Fysik og ingeniørvidenskab), ing.bach."
EDU_audd_7917,"Geofysik og rumteknologi, ing.bach."
EDU_audd_7918,"Arkitektur og design,ing.bach"
EDU_audd_7919,"Energisystemer, ing.bach."
EDU_audd_7920,"Medicin med industriel speciale, bach."
EDU_audd_7921,"Miljøvidenskab, ing.bach."
EDU_audd_7922,"Kemiteknologi, ing.bach."
EDU_audd_7923,"Software engineering, ing.bach."
EDU_audd_7924,"Sustainable Biotechnology, ing.bach."
EDU_audd_7925,"Sundhed-produkt, ingeniør bach."
EDU_audd_7926,"Byggeteknologi, ing.bach."
EDU_audd_7927,"Energi, ing.bach."
EDU_audd_7928,"Sundheds- og velfærdsteknologi (teknisk videnskab), ing.bach."
EDU_audd_7929,"Spiludvikling og læringsteknologi, ing.bach."
EDU_audd_7930,"Ingeniør una, bach."
EDU_audd_7931,"Maskin - industri/produktion, ing.bach."
EDU_audd_7932,"Medicin og teknologi, ing.bach."
EDU_audd_7933,"Bioteknologi, ing.bach."
EDU_audd_7934,"Kemi-miljø, ing.bach."
EDU_audd_7935,"Bygge og anlæg, ing.bach."
EDU_audd_7936,"Design og innovation, ing.bach."
EDU_audd_7937,"Elektronik og IT, ing.bach."
EDU_audd_7938,"Nanoteknologi, ing.bach."
EDU_audd_7939,"IT-informatik, ing.bach."
EDU_audd_7940,"Infrastruktur, bach."
EDU_audd_7941,"Klassisk instrument-sang-ensemble, kand."
EDU_audd_7942,"IT, Communication and New Media, ing.bach."
EDU_audd_7943,"Bygningsdesign, ing.bach."
EDU_audd_7944,"Byggeri og anlæg, indeklima og energi, ingeniør bach."
EDU_audd_7945,"Rytmisk instrument-sang-ensemble, kand."
EDU_audd_7946,"Klassisk musikpædagog (AM), kand."
EDU_audd_7947,"Rytmisk musikpædagog (AM), kand."
EDU_audd_7948,"Bygge- og anlægskonstruktion, ing.bach."
EDU_audd_7949,"Elektronisk musik og lydkunst, cand.musicae"
EDU_audd_7950,"Kirkemusik, kand."
EDU_audd_7951,"Byggeri og anlæg, veje og trafik, ingeniør bach."
EDU_audd_7952,"Komponist, cand.musicae"
EDU_audd_7953,"Byggeri og anlæg, vand og miljø, ingeniør bach."
EDU_audd_7954,"Musikpædagogik brobygning, kand."
EDU_audd_7955,"Tonemester (musik), cand.musicae"
EDU_audd_7956,"Den individuelle musikuddannelse IM, kand."
EDU_audd_7957,"Musikformidling, kand."
EDU_audd_7958,"Cyberteknologi, ing.bach."
EDU_audd_7959,"Folkemusik, kand."
EDU_audd_7960,"Klassisk musik, solist"
EDU_audd_7961,"Musik (Music Creation), cand. musicae"
EDU_audd_7962,"Bæredygtige byggeprocesser, ing.bach."
EDU_audd_7963,"Bæredygtige byggeprocesser, cand.polyt."
EDU_audd_7964,"Life Science og Teknologi, ing.bach."
EDU_audd_7965,"Rytmisk musik, solist"
EDU_audd_7966,"Miljøteknologi, ing.bach."
EDU_audd_7967,"Software Engineering, ing.bach."
EDU_audd_7968,"Produktudvikling og innovation, ing.bach."
EDU_audd_7969,"Kunstig intelligens, bach."
EDU_audd_7970,"Elektronisk musik, solist"
EDU_audd_7971,"Kunstig intelligens og data, ing.bach."
EDU_audd_7972,"Bæredygtigt energidesign, ing.bach."
EDU_audd_7973,"Engineering (Electronics), ing.bach."
EDU_audd_7974,"Elektronik, ing.bach."
EDU_audd_7976,"Teknisk biomedicin, ing.bach."
EDU_audd_7977,"Bioteknologi, ing.bach."
EDU_audd_7981,"Produktion (Produktionsteknik), ing.prof.bach."
EDU_audd_7982,"Byggeri og anlæg, ing.prof.bach."
EDU_audd_7983,"Softwareteknologi, ing.prof.bach."
EDU_audd_7984,"Maskinteknologi, ing.prof.bach."
EDU_audd_7985,"Mechanical Engineering, ing.prof.bach."
EDU_audd_7986,"Global business og teknologi, ing.prof.bach."
EDU_audd_7995,"Medicin med industriel specialisering, cand.scient.med."
EDU_audd_800,Forfatteruddannelsen (privat udd.)
EDU_audd_8000,"Naturvidenskab, ph.d."
EDU_audd_8001,"Matematik-humanistisk, bifag"
EDU_audd_8002,"Fysik-humanistisk, bifag"
EDU_audd_8003,"Kemi-humanistisk, bifag"
EDU_audd_8004,"Biologi-humanistisk, bifag"
EDU_audd_8005,"Datalogi-humanistisk, bifag"
EDU_audd_8006,"Datalogi (komb. HUM), cand.scient."
EDU_audd_8007,"Datalogi (komb. SAM), cand.scient."
EDU_audd_8008,"Datalogi (komb. NAT), cand.scient."
EDU_audd_8009,"Datalogi (komb. HUM-TEK), cand.scient."
EDU_audd_8010,"Fysik (komb. HUM), cand.scient."
EDU_audd_8011,"Fysik (komb. SAM), cand.scient."
EDU_audd_8012,"Fysik (komb. NAT), cand.scient."
EDU_audd_8013,"Fysik (komb. HUM-TEK), cand.scient."
EDU_audd_8014,"Kemi (komb. HUM), cand.scient."
EDU_audd_8015,"Kemi (komb. SAM), cand.scient."
EDU_audd_8016,"Kemi (komb. NAT), cand.scient."
EDU_audd_8017,"Kemi (komb. HUM-TEK), cand.scient."
EDU_audd_8018,"Physics and Technology, cand.polyt."
EDU_audd_8019,"Lighting Design, cand.scient."
EDU_audd_802,Musicalperformer (privat udd.)
EDU_audd_8020,"Mathematical Modelling and Computation, cand.polyt."
EDU_audd_8021,"Meteorologi, bach."
EDU_audd_8022,"Matematik (komb. HUM), cand.scient."
EDU_audd_8023,"Matematik (komb. SAM), cand.scient."
EDU_audd_8024,"Matematik (komb. NAT), cand.scient."
EDU_audd_8025,"Matematik (komb. HUM-TEK), cand.scient."
EDU_audd_8026,"Byggeri og anlæg, ing.bach."
EDU_audd_8027,"Data Science (ITU), cand.scient."
EDU_audd_8028,"Business Administration and Data Science, cand.merc."
EDU_audd_8029,"Neurorehabilitering, master"
EDU_audd_803,Billedkunst (privat udd.)
EDU_audd_8030,"Militære studier, master"
EDU_audd_8031,"Datalogi, hovedfag"
EDU_audd_8032,"Matematik, hovedfag"
EDU_audd_8033,"Fysik, hovedfag"
EDU_audd_8034,"Kemi, hovedfag"
EDU_audd_8035,"Statistik, hovedfag"
EDU_audd_8036,"Videnskabshistorie, hovedfag"
EDU_audd_8037,"Astronomi, hovedfag"
EDU_audd_8038,"Geofysik, hovedfag"
EDU_audd_8039,"Miljøkemi, bach."
EDU_audd_8040,"Medicinalkemi, bach."
EDU_audd_8041,"Statistik, bach."
EDU_audd_8042,"Sundhedsteknologi, ing.bach."
EDU_audd_8043,"Vand og miljø (SDC), c.scient."
EDU_audd_8044,"Astronomi, bach."
EDU_audd_8045,"Biofysik, bach."
EDU_audd_8046,"Bioengineering, cand.polyt."
EDU_audd_8047,"Informatikundervisning, master"
EDU_audd_8048,"Bygningskultur - Bæredygtighed, Strategi og Transformation, master"
EDU_audd_8049,"Geofysik, bach."
EDU_audd_805,Kirkesanger (privat udd.)
EDU_audd_8050,"Biokemi, bach."
EDU_audd_8051,"Byggeteknik og arkitektonisk projektering, kand.2år."
EDU_audd_8052,"Teknoantropologi, bach."
EDU_audd_8053,"Design, master"
EDU_audd_8054,"Strategisk byplanlægning, master"
EDU_audd_8055,"Sustainable and Safe Food production, master"
EDU_audd_8056,"Personlig medicin, master"
EDU_audd_8057,"Bæredygtigt byggeri, master"
EDU_audd_8058,"Arbejdsmiljøledelse, master"
EDU_audd_8059,"Forsikringsmatematik, bach."
EDU_audd_806,Præliminær organistuddannelse 2 år (privat udd.)
EDU_audd_8060,"Climate Change, cand.scient."
EDU_audd_8061,"Sustainable Leadership, master"
EDU_audd_8062,"Physics and Technology, cand.polyt."
EDU_audd_8063,"Physics and Technology, cand.polyt."
EDU_audd_8064,"Data Science, cand.scient."
EDU_audd_8065,"Quantum Computing, cand.scient."
EDU_audd_8066,"Datalogi (AU), bach."
EDU_audd_8067,"Data Science, bach."
EDU_audd_8068,"IT-Product Development, bach."
EDU_audd_807,Præliminær organistuddannelse 1 år (privat udd.)
EDU_audd_8072,"Computer Science, cand.scient."
EDU_audd_8073,"Computer Science (IT), cand.scient."
EDU_audd_8074,"Applied Mathematics, cand.scient."
EDU_audd_8075,"Produkt- og designpsykologi, ingeniør bach."
EDU_audd_8076,"Earth and Space Physics and Engineering, cand.polyt."
EDU_audd_8077,"E-science, c.scient."
EDU_audd_8078,"Naturvidenskab kombination, kombination (RUC)"
EDU_audd_8079,"Miljøkemi, cand.scient."
EDU_audd_8080,"Naturvidenskab una, cand.scient."
EDU_audd_8081,"Computer Science, cand.scient."
EDU_audd_8082,"Matematik, cand.scient."
EDU_audd_8083,"Physics, cand.scient."
EDU_audd_8084,"Astronomy, cand.scient."
EDU_audd_8085,"Geofysik-meteorologi, cand.scient."
EDU_audd_8086,"Geofysik-oceanografi, cand.scient."
EDU_audd_8087,"Geofysik, faste jord, cand.scient."
EDU_audd_8088,"Geofysik-fysisk glaciologi, cand.scient."
EDU_audd_8089,"Geophysics, cand scient."
EDU_audd_8090,"Biokemi, cand.scient."
EDU_audd_8091,"Statistics, cand.scient."
EDU_audd_8092,"Kemi, cand.scient."
EDU_audd_8093,"Science Studies, cand.scient."
EDU_audd_8094,"Geodæsi, cand.scient."
EDU_audd_8095,"Biofysik, c.scient."
EDU_audd_8096,"Materialefysik og kemi, cand.scient."
EDU_audd_8097,"Matematisk planlægning, cand.scient."
EDU_audd_8098,"Teknisk fysik, c.scient."
EDU_audd_8099,"Actuarial Mathematics, cand.act."
EDU_audd_810,Holistisk afspændingspædagog (privat udd.)
EDU_audd_8100,"Informationsteknologi, bach."
EDU_audd_8101,"Medicinalbiologi (komb.HUM), bach."
EDU_audd_8102,"Medicinalbiologi (komb.SAM), bach."
EDU_audd_8103,"Medicinalbiologi (komb.NAT), bach."
EDU_audd_8104,"Medicinalbiologi (komb.HUM-TEK), bach."
EDU_audd_8105,"Informatik, bach."
EDU_audd_8106,"Almen biologi (komb.HUM), bach."
EDU_audd_8107,"Almen biologi (komb.SAM), bach."
EDU_audd_8108,"Almen biologi (komb. NAT), bach."
EDU_audd_8109,"Almen biologi (komb. HUM-TEK), bach."
EDU_audd_811,Bevægelsespædagog (privat udd.)
EDU_audd_8110,"Datalogi (komb. HUM), bach."
EDU_audd_8111,"Datalogi (komb. SAM), bach."
EDU_audd_8112,"Datalogi (komb. NAT), bach."
EDU_audd_8113,"Datalogi (komb. HUM-TEK), bach."
EDU_audd_8114,"Data science, bach."
EDU_audd_8115,"Quantum Technologies and Engineering, cand.scient."
EDU_audd_8116,"Anvendt matematik, bach."
EDU_audd_8117,"Matematik-økonomi, cand.scient.oecon."
EDU_audd_8118,"Mathematics-Economics, cand.scient.oecon."
EDU_audd_8119,"Fysik (komb. HUM), bach."
EDU_audd_812,Faglærer i idræt (privat udd.)
EDU_audd_8120,"Fysik (komb. SAM), bach."
EDU_audd_8121,"Fysik (komb. NAT), bach."
EDU_audd_8122,"Fysik (komb. HUM-TEK), bach."
EDU_audd_8123,"Geografi (komb. HUM), bach."
EDU_audd_8124,"Geografi (komb. SAM), bach."
EDU_audd_8125,"Geografi (komb. NAT), bach."
EDU_audd_8126,"Geografi (komb. HUM-TEK), bach."
EDU_audd_8127,"Geoscience, cand.scient."
EDU_audd_8128,"Molekylærbiologi og molekylær medicin, bach."
EDU_audd_8129,"Teknisk fysik, bach."
EDU_audd_8130,"Global Business Informatics, bach."
EDU_audd_8131,"Geologi, hovedfag"
EDU_audd_8132,"Naturvidenskab una, bach."
EDU_audd_8133,"Matematik og økonomi, bach."
EDU_audd_8134,"Softwareudvikling, bach."
EDU_audd_8135,"Datalogi, bach."
EDU_audd_8136,"Kemi, bach."
EDU_audd_8137,"Fysik, bach."
EDU_audd_8138,"Matematik, bach."
EDU_audd_8139,"Biologi, bach."
EDU_audd_8140,"Kemi og teknologi, ing.bach."
EDU_audd_8141,"Geologi/Geologi-geoscience, cand.scient."
EDU_audd_8142,"Geologi-endogen, cand.scient."
EDU_audd_8143,"Geologi-exogen, cand.scient."
EDU_audd_8144,"Geologi-palæontologi, cand.scient."
EDU_audd_8145,"Geology-Geoscience, cand.scient."
EDU_audd_8146,"Geologi-fysisk geografi, cand.scient."
EDU_audd_8147,"Geologi, bach."
EDU_audd_8148,"Geologi-geoscience, bach."
EDU_audd_8149,"Molekylærbiologi, bach."
EDU_audd_815,Pædagog (Rudolf Steiner) (privat udd.)
EDU_audd_8150,"Molekylær biomedicin /Molekylær medicin, bach."
EDU_audd_8151,"Medicinal Chemistry, cand.scient."
EDU_audd_8152,"Bioteknologi (NAT), bach."
EDU_audd_8153,"Miljøbiologi, bach."
EDU_audd_8154,"Almen biologi, bach."
EDU_audd_8155,"Biomedicin, bach."
EDU_audd_8156,"Biokemi og molekylær biologi, bach."
EDU_audd_8157,"Biokemi, molekylær biologi og kemi, bach."
EDU_audd_8158,"Molekylærbiologi (komb.HUM), bach."
EDU_audd_8159,"Molekylærbiologi (komb.SAM), bach."
EDU_audd_816,Børnehave- fritidspædagog (Rudolf Steiner) (privat udd.)
EDU_audd_8161,"Molekylærbiologi (komb.NAT), bach."
EDU_audd_8162,"Molekylærbiologi (komb.HUM-TEK), bach."
EDU_audd_8163,"Matematik og teknologi, ing.bach."
EDU_audd_8164,"Forsikringsmatematik, bach."
EDU_audd_8165,"Matematik, overbygning"
EDU_audd_8166,"Datalogi, overbygning"
EDU_audd_8167,"Naturvidenskab og IT, bach."
EDU_audd_8168,"Matematiske fag, bach."
EDU_audd_8169,"Biologi, industribach."
EDU_audd_8170,"Datavidenskab og machine learning (AAU), bach."
EDU_audd_8171,"Geografi, hovedfag"
EDU_audd_8172,"Datavidenskab, bach."
EDU_audd_8173,"Datavidenskab, cand.scient."
EDU_audd_8174,"Engineering (Biomaterial Engineering for Medicine), cand.polyt."
EDU_audd_8175,"Produkt og designpsykologi, cand.polyt."
EDU_audd_8176,"Kemi (komb. HUM), bach."
EDU_audd_8177,"Kemi (komb. SAM), bach."
EDU_audd_8178,"Kemi (komb. NAT), bach."
EDU_audd_8179,"Kemi (komb. HUM-TEK), bach."
EDU_audd_8180,"Kulturgeografi, bach."
EDU_audd_8181,"Geografi-kultur A, cand.scient."
EDU_audd_8182,"Geografi-kultur B, cand.scient."
EDU_audd_8183,"Geografi-natur, cand.scient."
EDU_audd_8184,"Geografi-fysisk, cand.scient."
EDU_audd_8185,"Geografi/Geografi og geoinformatik, cand.scient."
EDU_audd_8186,"Geografi/Geografi og geoinformatik, bach."
EDU_audd_8187,"Naturgeografi, bach."
EDU_audd_8188,"Geoinformatik, bach."
EDU_audd_8189,"Geoinformatik, cand.scient."
EDU_audd_8190,"Matematik (komb. HUM), bach."
EDU_audd_8191,"Matematik (komb. SAM), bach."
EDU_audd_8192,"Matematik (komb. NAT), bach."
EDU_audd_8193,"Matematik (komb. HUM-TEK), bach."
EDU_audd_8194,"Miljøbiologi (komb. HUM), bach."
EDU_audd_8195,"Miljøbiologi (komb. SAM), bach."
EDU_audd_8196,"Miljøbiologi (komb. NAT), bach."
EDU_audd_8197,"Miljøbiologi (komb. HUM-TEK), bach."
EDU_audd_8198,"Datavidenskab (AU), cand.scient."
EDU_audd_8199,"Datavidenskab og machine learning (AAU), cand.scient."
EDU_audd_820,Trafikflyver (privat udd.)
EDU_audd_8200,"Biologi, cand.scient."
EDU_audd_8201,"Nanoscience og teknologi (SDC), cand.scient."
EDU_audd_8202,"Molekylærbiologi, cand.scient."
EDU_audd_8203,"Omics (SDC), c.scient."
EDU_audd_8204,"Miljøbiologi, cand.scient."
EDU_audd_8205,"Molekylær biomedicin /Molekylær medicin, cand.scient."
EDU_audd_8206,"Almen biologi (komb. HUM), cand.scient."
EDU_audd_8207,"Almen biologi (komb. SAM), cand.scient."
EDU_audd_8208,"Almen biologi (komb. NAT), cand.scient."
EDU_audd_8209,"Almen biologi (komb. HUM-TEK), cand.scient."
EDU_audd_8210,"Biologi, hovedfag"
EDU_audd_8211,"Multimedia science, kand."
EDU_audd_8212,"Miljøbiologi (komb. HUM), cand.scient."
EDU_audd_8213,"Miljøbiologi (komb.SAM), cand.scient."
EDU_audd_8214,"Miljøbiologi (komb. NAT), cand.scient."
EDU_audd_8215,"Miljøbiologi (komb. HUM-TEK), cand.scient."
EDU_audd_8216,"Environmental Risk, cand.scient."
EDU_audd_8217,"Molekylærbiologi (komb.HUM), cand.scient."
EDU_audd_8218,"Molekylærbiologi (komb.SAM), cand.scient."
EDU_audd_8219,"Molekylærbiologi (komb.NAT), cand.scient."
EDU_audd_8220,"Molekylærbiologi (komb.HUM-TEK), cand.scient."
EDU_audd_8221,"Zoologi-biologi-matematik, cand.scient."
EDU_audd_8222,"Zoologi-biologi-geologi, cand.scient."
EDU_audd_8223,"Botanik-biologi-matematik, cand.scient."
EDU_audd_8224,"Botanik-biologi-geografi, cand.scient."
EDU_audd_8225,"Biologi og miljøkontrol, cand.scient."
EDU_audd_8226,"Biologi, cand.scient."
EDU_audd_8227,"Biochemistry and Molecular Biology, cand.scient."
EDU_audd_8228,"Biokemi, molekylær biologi og kemi, c.scient."
EDU_audd_8229,"IT, kommunikation og organisation, cand.it."
EDU_audd_8231,"Biotechnology, cand.scient."
EDU_audd_8232,"Forsikringsmatematik, cand.act."
EDU_audd_8233,"Bioinformatics, cand.scient."
EDU_audd_8234,"Nature Management, cand.scient."
EDU_audd_8235,"Parasitologi, c.scient."
EDU_audd_8236,"Medicinalbiologi (komb.HUM), cand.scient."
EDU_audd_8237,"Medicinalbiologi (komb.SAM), cand.scient."
EDU_audd_8238,"Medicinalbiologi (komb.NAT), cand.scient."
EDU_audd_8239,"Medicinalbiologi (komb.HUM-TEK), cand.scient."
EDU_audd_8240,"Geografi (komb. HUM), cand.scient."
EDU_audd_8241,"Geografi (komb. SAM), cand.scient."
EDU_audd_8242,"Geografi (komb. NAT), cand.scient."
EDU_audd_8243,"Geografi (komb. HUM-TEK), cand.scient."
EDU_audd_8244,"Operations and Management Engineering, cand.polyt."
EDU_audd_8245,"Gastronomi og sundhed, cand.scient."
EDU_audd_8246,"Mekanik, ing.bach."
EDU_audd_8247,"Bioinformatik, bach."
EDU_audd_8248,"Biokemi og molekylær biologi, cand.scient."
EDU_audd_8249,"Biosolutions, cand.scient."
EDU_audd_825,Beklædningsdesigner-modelkonstruktør (privat udd.)
EDU_audd_8250,"Kommunikation, cand.mag."
EDU_audd_8251,"Construction Management and Building Informatics, cand.scient.tech."
EDU_audd_8252,"Legemsøvelser, hovedfag"
EDU_audd_8253,"Idræt/Idræt og sundhed, bach."
EDU_audd_8254,"Bygningsteknik, cand.polyt."
EDU_audd_8255,"Legemsøvelser, faglærer"
EDU_audd_8256,"Idræt/Idræt og sundhed, c.scient."
EDU_audd_8257,"Idrætsteknologi, cand.scient.tech."
EDU_audd_8258,"Humanistisk-samfundsvidenskabelig idrætsvidenskab, c.scient."
EDU_audd_8259,"Humanfysiologi, cand.scient."
EDU_audd_8260,"Bæredygtig omstilling, master"
EDU_audd_8261,"Datateknik, ingeniør bach."
EDU_audd_8262,"Datateknik, civilingeniør"
EDU_audd_8263,"Operations and Management Engineering, cand.polyt."
EDU_audd_8264,"Civil Engineering, cand.polyt."
EDU_audd_8265,"Bioteknologi, ing.bach."
EDU_audd_8266,"Bioteknologi, ing.prof.bach."
EDU_audd_8267,"Maskinteknologi, ing.prof.bach."
EDU_audd_8270,"Bioteknologi, cand.scient."
EDU_audd_8271,"Landinspektørvidenskab, bach."
EDU_audd_8272,"Surveying, Planning and Land Management, cand.geom."
EDU_audd_8275,"Procesanalytisk teknologi, cand.scient."
EDU_audd_8281,"Children's Literature, Media and Cultural Entrepreneurship, kand.2år"
EDU_audd_8282,"Byggeri, ing.bach."
EDU_audd_8283,"Soils and Global Change, cand.scient."
EDU_audd_8284,"Advanced Power Electronics, cand.polyt."
EDU_audd_8285,"HA i markeds- og kulturanalyse, bach."
EDU_audd_8290,"Fysik og teknologi, ing.bach."
EDU_audd_8291,"Nanobioscience, bach."
EDU_audd_8292,"Nanoscience, bach."
EDU_audd_8295,"Nanoscience, cand.scient."
EDU_audd_8296,"Nanobioscience, cand.scient."
EDU_audd_8300,"Sustainable Cities, cand.polyt."
EDU_audd_8301,"Matematik og økonomi, ph.d."
EDU_audd_8302,"Transport and Logistics, cand.polyt."
