code,description
DEM_kom_481,Sydlangeland
DEM_kom_482,Langeland
DEM_kom_483,Søndersø
DEM_kom_485,Tommerup
DEM_kom_487,Tranekær
DEM_kom_489,Ullerslev
DEM_kom_491,Vissenbjerg
DEM_kom_492,Ærø
DEM_kom_493,Ærøskøbing
DEM_kom_495,Ørbæk
DEM_kom_497,Årslev
DEM_kom_499,Årup
DEM_kom_501,Augustenborg
DEM_kom_503,Bov
DEM_kom_505,Bredebro
DEM_kom_507,Broager
DEM_kom_509,Christiansfeld
DEM_kom_510,Haderslev
DEM_kom_511,Gram
DEM_kom_513,Gråsten
DEM_kom_515,Haderslev
DEM_kom_517,Højer
DEM_kom_519,Lundtoft
DEM_kom_521,Løgumkloster
DEM_kom_523,Nordborg
DEM_kom_525,Nørre Rangstrup
DEM_kom_527,Rødding
DEM_kom_529,Rødekro
DEM_kom_530,Billund
DEM_kom_531,Skærbæk
DEM_kom_533,Sundeved
DEM_kom_535,Sydals
DEM_kom_537,Sønderborg
DEM_kom_539,Tinglev
DEM_kom_540,Sønderborg
DEM_kom_541,Tønder
DEM_kom_543,Vojens
DEM_kom_545,Aabenraa
DEM_kom_550,Tønder
DEM_kom_551,Billund
DEM_kom_553,Blåbjerg
DEM_kom_555,Blåvandshuk
DEM_kom_557,Bramming
DEM_kom_559,Brørup
DEM_kom_561,Esbjerg
DEM_kom_563,Fanø
DEM_kom_565,Grindsted
DEM_kom_567,Helle
DEM_kom_569,Holsted
DEM_kom_571,Ribe
DEM_kom_573,Varde
DEM_kom_575,Vejen
DEM_kom_577,Ølgod
DEM_kom_580,Aabenraa
DEM_kom_601,Brædstrup
DEM_kom_603,Børkop
DEM_kom_605,Egtved
DEM_kom_607,Fredericia
DEM_kom_609,Gedved
DEM_kom_611,Give
DEM_kom_613,Hedensted
DEM_kom_615,Horsens
DEM_kom_617,Jelling
DEM_kom_619,Juelsminde
DEM_kom_621,Kolding
DEM_kom_623,Lunderskov
DEM_kom_625,Nørre Snede
DEM_kom_627,Tørring-Uldum
DEM_kom_629,Vamdrup
DEM_kom_630,Vejle
DEM_kom_631,Vejle
DEM_kom_651,Aulum-Haderup
DEM_kom_653,Brande
DEM_kom_655,Egvad
DEM_kom_657,Herning
DEM_kom_659,Holmsland
DEM_kom_661,Holstebro
DEM_kom_663,Ikast
DEM_kom_665,Lemvig
DEM_kom_667,Ringkøbing
DEM_kom_669,Skjern
DEM_kom_671,Struer
DEM_kom_673,Thyborøn-Harboør
DEM_kom_675,Thyholm
DEM_kom_677,Trehøje
DEM_kom_679,Ulfborg-Vemb
DEM_kom_681,Videbæk
DEM_kom_683,Vinderup
DEM_kom_685,Åskov
DEM_kom_701,Ebeltoft
DEM_kom_703,Galten
DEM_kom_705,Gjern
DEM_kom_706,Syddjurs
DEM_kom_707,"['Grenaa', 'Norddjurs']"
DEM_kom_709,Hadsten
DEM_kom_710,Favrskov
DEM_kom_711,Hammel
DEM_kom_713,Hinnerup
DEM_kom_715,Hørning
DEM_kom_717,Langå
DEM_kom_719,Mariager
DEM_kom_721,Midtdjurs
DEM_kom_723,Nørhald
DEM_kom_725,Nørre Djurs
DEM_kom_727,Odder
DEM_kom_729,Purhus
DEM_kom_730,Randers
DEM_kom_731,Randers
DEM_kom_733,Rosenholm
DEM_kom_735,Rougsø
DEM_kom_737,Ry
DEM_kom_739,Rønde
DEM_kom_740,Silkeborg
DEM_kom_741,Samsø
DEM_kom_743,Silkeborg
DEM_kom_745,Skanderborg
DEM_kom_746,Skanderborg
DEM_kom_747,Sønderhald
DEM_kom_749,Them
DEM_kom_751,"['Århus', 'Aarhus']"
DEM_kom_756,Ikast-Brande
DEM_kom_760,Ringkøbing-Skjern
DEM_kom_761,Bjerringbro
DEM_kom_763,Fjends
DEM_kom_765,Hanstholm
DEM_kom_766,Hedensted
DEM_kom_767,Hvorslev
DEM_kom_769,Karup
DEM_kom_771,Kjellerup
DEM_kom_773,Morsø
DEM_kom_775,Møldrup
DEM_kom_777,Sallingsund
DEM_kom_779,Skive
DEM_kom_781,Spøttrup
DEM_kom_783,Sundsøre
DEM_kom_785,Sydthy
DEM_kom_787,Thisted
DEM_kom_789,Tjele
DEM_kom_791,Viborg
DEM_kom_793,Aalestrup
DEM_kom_801,Arden
DEM_kom_803,Brovst
DEM_kom_805,Brønderslev
DEM_kom_807,Dronninglund
DEM_kom_809,Farsø
DEM_kom_810,Brønderslev
DEM_kom_811,Fjerritslev
DEM_kom_813,Frederikshavn
DEM_kom_815,Hadsund
DEM_kom_817,Hals
DEM_kom_819,Hirtshals
DEM_kom_820,Vesthimmerlands
DEM_kom_821,Hjørring
DEM_kom_823,Hobro
DEM_kom_825,Læsø
DEM_kom_827,Løgstør
DEM_kom_829,Løkken-Vrå
DEM_kom_831,Nibe
DEM_kom_833,Nørager
DEM_kom_835,Pandrup
DEM_kom_837,Sejlflod
DEM_kom_839,Sindal
DEM_kom_840,Rebild
DEM_kom_841,Skagen
DEM_kom_843,Skørping
DEM_kom_845,Støvring
DEM_kom_846,Mariagerfjord
DEM_kom_847,Sæby
DEM_kom_849,"['Åbybro', 'Jammerbugt']"
DEM_kom_851,"['Ålborg', 'Aalborg']"
DEM_kom_860,Hjørring
DEM_kom_861,Aars
DEM_kom_901,Christianshåb
DEM_kom_903,Egedesminde
DEM_kom_905,Frederikshåb
DEM_kom_907,Godhavn
DEM_kom_909,Godthåb
DEM_kom_911,Holsteinsborg
DEM_kom_913,Ivigtut
DEM_kom_915,Jakobshavn
DEM_kom_917,Julianehåb
DEM_kom_919,Kangatsiaq
DEM_kom_921,Nanortalik
DEM_kom_923,Narssaq
DEM_kom_925,Sukkertoppen
DEM_kom_927,Umanak
DEM_kom_929,Upernavik
DEM_kom_941,Thule
DEM_kom_951,Angmagssalik
DEM_kom_953,Scoresbysund
DEM_kom_961,Udenfor kommunal inddeling
DEM_kom_999,Uoplyst kommune
