code,description
LAB_disco_516500,Kørelærerarbejde
LAB_disco_516900,Servicearbejde ikke klassificeret andetsteds
LAB_disco_521100,Stade- og markedssalg
LAB_disco_521200,Gadesalg af fødevarer
LAB_disco_522100,Butiksejere
LAB_disco_522200,Butikslederarbejde
LAB_disco_522300,Salgsarbejde i butik
LAB_disco_523000,Kasseassistentarbejde og beslægtet kundebetjening
LAB_disco_524100,Modelarbejde
LAB_disco_524200,Demonstrationsarbejde
LAB_disco_524400,Salgsarbejde i kundekontaktcentre
LAB_disco_524500,Salgsarbejde på servicestationer
LAB_disco_524600,Kasseassistentarbejde inden for catering og fastfood
LAB_disco_524900,Salgsarbejde ikke klassificeret andetsteds
LAB_disco_531110,Dagplejearbejde
LAB_disco_531120,Pædagogisk medhjælp
LAB_disco_531190,Andet børneomsorgsarbejde
LAB_disco_531200,Hjælpelærerarbejde
LAB_disco_532110,"Social- og sundhedsarbejde på institutioner og hospitaler, medhjælpere"
LAB_disco_532120,"Social- og sundhedsarbejde på institutioner og hospitaler, assistenter"
LAB_disco_532130,Portørarbejde på institutioner og hospitaler
LAB_disco_532190,Andet omsorgsarbejde på institutioner og hospitaler
LAB_disco_532210,"Social- og sundhedsarbejde i private hjem, medhjælpere"
LAB_disco_532220,"Social- og sundhedsarbejde i private hjem, assistenter"
LAB_disco_532900,Andet omsorgsarbejde inden for sundhedsområdet
LAB_disco_541100,Brandslukningsarbejde
LAB_disco_541200,Politiarbejde
LAB_disco_541300,Fængselsbetjentarbejde
LAB_disco_541400,Sikkerhedsvagtarbejde
LAB_disco_541900,Andet rednings- og overvågningsarbejde (ekskl. ambulancebehandlere)
LAB_disco_611100,Dyrkning af markafgrøder inden for jordbrug
LAB_disco_611200,Dyrkning af afgrøder fra træer og buske
LAB_disco_611310,Produktions- og væksthusgartnerarbejde
LAB_disco_611320,Anlægsgartnerarbejde
LAB_disco_611390,Andet gartnerarbejde
LAB_disco_611400,Dyrkning af blandede afgrøder
LAB_disco_612100,"Arbejde med opdræt af husdyr, ekskl. fjerkræ"
LAB_disco_612200,Arbejde med opdræt af fjerkræ
LAB_disco_612300,Arbejde med bi- og silkeavl
LAB_disco_612900,Andet arbejde med dyreopdræt
LAB_disco_613000,Arbejde med dyrkning af plantevækst og opdræt af dyr
LAB_disco_621000,Skovbrugsarbejde
LAB_disco_622100,Arbejde inden for akvakultur
LAB_disco_622200,Arbejde med fiskeri i kyst- og søområder
LAB_disco_622300,Arbejde med havfiskeri
LAB_disco_622400,Jagtarbejde
LAB_disco_711210,Murerarbejde
LAB_disco_711220,Brolægningsarbejde
LAB_disco_711300,Stenhuggerarbejde
LAB_disco_711410,Struktørarbejde
LAB_disco_711420,Terrazzoarbejde
LAB_disco_711510,"Tømrer- og snedkerarbejde, byggeri"
LAB_disco_711520,"Tømrer- og snedkerarbejde, skibe"
LAB_disco_711910,Fremstilling af bygningskonstruktioner i stål
LAB_disco_711990,Andet bygningsarbejde i øvrigt
LAB_disco_712100,Arbejde med tagdækning
LAB_disco_712200,Arbejde med gulv- og klinkelægning
LAB_disco_712300,Stukkatørarbejde
LAB_disco_712400,Arbejde med isolering af bygninger
LAB_disco_712500,Glarmesterarbejde
LAB_disco_712600,VVS-arbejde
LAB_disco_712700,Montørarbejde inden for klima- og køleteknik
LAB_disco_713110,Bygningsmaler- og tapetsererarbejde
LAB_disco_713120,Skibsmalerarbejde
LAB_disco_713200,Sprøjtelakererarbejde
LAB_disco_713310,Skorstensfejerarbejde
LAB_disco_713320,Kemisk og mekanisk rensning af bygningsoverflader
LAB_disco_721100,Formning og støbning af emner i metal
LAB_disco_721200,Svejsearbejde og skærebrænding
LAB_disco_721300,Pladesmedarbejde
LAB_disco_721400,Stålkonstruktionsarbejde
LAB_disco_721500,Riggerarbejde
LAB_disco_722100,Smedearbejde
LAB_disco_722200,Værktøjsmagerarbejde
LAB_disco_722300,Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner
LAB_disco_722400,Arbejde med polering og slibning af emner i metal
LAB_disco_723110,"Mekanikerarbejde, person- og varevogne"
LAB_disco_723120,"Mekanikerarbejde, lastvogne"
LAB_disco_723190,"Mekanikerarbejde, andre områder"
LAB_disco_723200,Flymekanikerarbejde
LAB_disco_723300,"Mekanikerarbejde, landbrugs- og industrimaskiner"
LAB_disco_723400,"Mekanikerarbejde, cykler og tilsvarende køretøjer"
LAB_disco_731100,Finmekanikerarbejde
LAB_disco_731200,Håndfremstilling af musikinstrumenter
LAB_disco_731300,"Juveler-, guld- og sølvsmedearbejde"
LAB_disco_731400,Pottemagerarbejde og beslægtede funktioner
LAB_disco_731500,Glaspusterarbejde og arbejde med færdiggørelse af glasprodukter
LAB_disco_731610,Skiltemalerarbejde
LAB_disco_731620,Porcelænsmalerarbejde
LAB_disco_731690,Andet male- og dekorationsarbejde inden for præcisionshåndværk
LAB_disco_731700,Håndfremstilling af produkter i træ og tilsvarende materialer
LAB_disco_731800,"Håndfremstilling af produkter i tekstil, læder og tilsvarende materialer"
LAB_disco_731900,Andet præcisionshåndværk
LAB_disco_732100,Prepressarbejde og grafisk formfremstilling
LAB_disco_732200,Trykkerarbejde
LAB_disco_732300,Arbejde med færdiggørelse og indbinding af trykte produkter
LAB_disco_741100,Elektrikerarbejde
LAB_disco_741200,Elektromekanikerarbejde
LAB_disco_741300,Installation og reparation af elektrisk ledningsføring inden for forsyningsvirksomhed
LAB_disco_742100,Elektronikmekanikerarbejde
LAB_disco_742200,Installation og service inden for informations- og kommunikationsteknologi
LAB_disco_751110,Slagterarbejde i detailhandelen
LAB_disco_751120,Håndforarbejdning af fisk og skaldyr i detailhandelen
LAB_disco_751190,Anden håndforarbejdning af fødevarer i detailhandelen
LAB_disco_751200,"Bager- og konditorarbejde, ekskl. industri"
LAB_disco_751300,Fremstilling af mejeriprodukter
LAB_disco_751400,"Fremstilling og konservering af frugt, grøntsager og tilsvarende produkter"
LAB_disco_751500,Prøvesmagning af nærings- og nydelsesmidler
LAB_disco_751600,Fremstilling af tobaksprodukter
LAB_disco_752100,Håndværkspræget træimprægneringsarbejde
LAB_disco_752200,Møbelsnedkerarbejde
LAB_disco_752300,Operatør- og opstillingsarbejde af træbearbejdningsmaskiner
LAB_disco_753100,Skrædderarbejde og beslægtet arbejde
LAB_disco_753200,Tilskærerarbejde
LAB_disco_753300,Syarbejde og beslægtet arbejde
LAB_disco_753400,Møbelpolstrerarbejde
LAB_disco_753500,Forarbejdning af skind
LAB_disco_753600,Skomagerarbejde og beslægtet arbejde
LAB_disco_754100,Dykkerarbejde
LAB_disco_754200,Sprængnings- og fyrværkeriarbejde
LAB_disco_754300,Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler)
LAB_disco_754400,Desinfektionsarbejde og skadedyrsbekæmpelse
LAB_disco_754900,Håndværkspræget arbejde ikke klassificeret andetsteds
LAB_disco_811100,Mine- og stenbrudsarbejde
LAB_disco_811200,Operatørarbejde ved anlæg til råstofudvinding
LAB_disco_811300,Boreanlægsarbejde
LAB_disco_811400,"Operatørarbejde ved fremstilling af cement-, sten- og andre råstofprodukter"
LAB_disco_812100,Operatørarbejde ved forarbejdning af metal
LAB_disco_812200,Operatørarbejde ved overfladebehandling af metal
LAB_disco_813110,Operatørarbejde ved fremstilling af kemiske produkter i medicinalindustri
LAB_disco_813120,Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri
LAB_disco_813200,Operatørarbejde ved fremstilling af fotografiske produkter
LAB_disco_814100,Operatørarbejde ved fremstilling af gummiprodukter
LAB_disco_814210,Operatørarbejde ved fremstilling af plast til videreforarbejdning
LAB_disco_814220,Operatørarbejde ved fremstilling af plastprodukter
LAB_disco_814300,Operatørarbejde ved fremstilling af papirprodukter
LAB_disco_815100,Operatørarbejde ved forarbejdning af materialer i fiber og tekstil
LAB_disco_815200,Operatørarbejde ved vævning og strikning
LAB_disco_815300,Operatørarbejde af symaskiner
LAB_disco_815400,"Operatørarbejde ved blegning, farvning og rensning af tekstiler"
LAB_disco_815500,Operatørarbejde ved klargøring af pels og læder
LAB_disco_815600,Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter
LAB_disco_815700,Operatørarbejde af vaskemaskiner
LAB_disco_815900,"Andet operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter"
LAB_disco_816010,Industrielt slagteriarbejde og behandling af råvarer (ekskl. fjerkræ)
LAB_disco_816020,"Industrielt slagteriarbejde og behandling af råvarer, fjerkræ"
LAB_disco_816030,Behandling af råvarer i fiskeindustri
LAB_disco_816040,Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri
LAB_disco_817100,Operatørarbejde ved fremstilling af papirmasse og papirprodukter
LAB_disco_817200,Operatørarbejde ved træforarbejdning
LAB_disco_818100,Operatørarbejde ved fremstilling af glas og keramik
LAB_disco_818210,Operatørarbejde ved dampmaskine- og kedelanlæg i forsyningsindustri
LAB_disco_818290,Andet operatørarbejde ved dampmaskine- og kedelanlæg
LAB_disco_818300,"Operatørarbejde af maskiner til pakning, påfyldning og mærkning"
LAB_disco_818910,Operatørarbejde ved stationære anlæg inden for vandforsyning og forbrændings- og rensningsanlæg
LAB_disco_818990,Andet operatørarbejde ved stationære anlæg og maskiner
LAB_disco_821100,Monteringsarbejde af mekaniske maskiner
LAB_disco_821200,Monteringsarbejde af elektrisk og elektronisk udstyr
LAB_disco_821900,Andet monteringsarbejde
LAB_disco_831100,Lokomotivførerarbejde
LAB_disco_831200,Tograngering
LAB_disco_832100,Motorcykelførere
LAB_disco_832210,Hyrevogns- og privatchaufførarbejde eller tilsvarende chaufførarbejde
LAB_disco_832220,Varevognschaufførarbejde
LAB_disco_832230,Varevognschaufførarbejde med salgs- og repræsentationsopgaver
LAB_disco_832240,Varevognschaufførarbejde med renovationsopgaver
LAB_disco_833110,"Buschauffører, national rutefart"
LAB_disco_833120,"Buschauffører, national turistfart"
LAB_disco_833130,"Buschauffører, international rutefart"
LAB_disco_833140,"Buschauffører, international turistfart"
LAB_disco_833210,"Lastbilchauffører, national transport"
LAB_disco_833220,"Lastbilchauffører, international transport"
LAB_disco_833230,Lastbilchauffører med salgs- og repræsentationsopgaver
LAB_disco_833240,Lastbilchauffører med renovationsopgaver
LAB_disco_833250,Lastbilchauffører med flytteopgaver
LAB_disco_833260,Lastbilchauffører med farligt gods
LAB_disco_834100,Førere af mobile landsbrugs- og skovbrugsmaskiner
LAB_disco_834200,Entreprenørmaskinførerarbejde
LAB_disco_834310,Kran- og liftførerarbejde ved stationære enheder
LAB_disco_834320,Kran- og liftførerarbejde ved mobile enheder
LAB_disco_834400,Truckførerarbejde
LAB_disco_835000,Dæksarbejde og medhjælp om bord på skibe
LAB_disco_911100,Rengøringsarbejde i private hjem
LAB_disco_911210,Rengøring af kontorer og beboelsesområder
LAB_disco_911220,Rengøring på hospitaler o.l.
LAB_disco_911230,Rengøring af industrilokaliteter
LAB_disco_911240,Rengøring på hoteller o.l.
LAB_disco_911250,Rengøring af passagerområder i transportmidler
LAB_disco_911260,Tværgående serviceopgaver
LAB_disco_912100,Manuel vask og presning af tøj
LAB_disco_912200,Rengøring af transportmidler
LAB_disco_912300,Vinduespudsning
LAB_disco_912910,Rengøring ved skadeservice
LAB_disco_912990,Andet rengøringsarbejde
LAB_disco_921100,Manuelt arbejde inden for agerbrug
LAB_disco_921200,Manuelt arbejde inden for husdyravl
LAB_disco_921300,Manuelt arbejde inden for både agerbrug og husdyravl
LAB_disco_921400,Manuelt arbejde inden for havebrug og væksthusgartneri
LAB_disco_921500,Manuelt skovarbejde
LAB_disco_921600,Manuelt arbejde inden for fiskeri og akvakultur
LAB_disco_931100,Manuelt arbejde inden for råstofudvinding
LAB_disco_931210,Asfaltarbejde
LAB_disco_931220,Medhjælp med brolæggerarbejde
LAB_disco_931230,Kabelarbejde
LAB_disco_931240,Montage af luftledninger
LAB_disco_931290,"Jord-, kloak- og andet anlægsarbejde"
LAB_disco_931310,Medhjælp ved isoleringsarbejde
LAB_disco_931320,Medhjælp ved tagdækningsarbejde
LAB_disco_931330,Medhjælp ved murerarbejde
LAB_disco_931340,"Beton-, jernbeton- og montagearbejde"
LAB_disco_931350,Opsætning og nedtagning af stilladser
LAB_disco_931390,Medhjælp ved andet bygningsarbejde
LAB_disco_932100,Pakkeriarbejde
LAB_disco_932900,Andet manuelt produktionsarbejde
LAB_disco_933100,Førere af hånd- og pedaldrevne køretøjer
LAB_disco_933200,Førere af dyretrukne køretøjer og maskineri
LAB_disco_933300,Arbejde med lastning og losning
LAB_disco_933410,Lager- og pakhusarbejde
LAB_disco_933420,Medhjælp i butik mv. (ekskl. kassearbejde)
LAB_disco_941100,Tilberedning af fastfood
LAB_disco_941210,Medhjælp i køkken
LAB_disco_941220,Afrydning i restaurationer o.l.
LAB_disco_951000,Servicearbejde på gaden
LAB_disco_952000,Gadesalg (undtagen madvarer)
LAB_disco_961100,Indsamling af skrald og genbrugsartikler
LAB_disco_961200,Arbejde med affaldssortering
LAB_disco_961300,Gadefejning og beslægtet arbejde
LAB_disco_962110,Kurérarbejde
LAB_disco_962120,Transport af bagage
LAB_disco_962200,Forefaldende arbejde
LAB_disco_962300,Måleraflæsning og tømning af salgsautomater
LAB_disco_962900,Andet manuelt arbejde
