code,prefix,database,value,description,source,confidence,language
LAB_nace_286200,LAB,nace,286200,NACE industry code: 286200,enhanced_english,medium,english
LAB_nace_286310,LAB,nace,286310,NACE industry code: 286310,enhanced_english,medium,english
LAB_nace_286320,LAB,nace,286320,NACE industry code: 286320,enhanced_english,medium,english
LAB_nace_287100,LAB,nace,287100,NACE industry code: 287100,enhanced_english,medium,english
LAB_nace_287200,LAB,nace,287200,NACE industry code: 287200,enhanced_english,medium,english
LAB_nace_287300,LAB,nace,287300,NACE industry code: 287300,enhanced_english,medium,english
LAB_nace_287400,LAB,nace,287400,NACE industry code: 287400,enhanced_english,medium,english
LAB_nace_287510,LAB,nace,287510,NACE industry code: 287510,enhanced_english,medium,english
LAB_nace_287520,LAB,nace,287520,NACE industry code: 287520,enhanced_english,medium,english
LAB_nace_287590,LAB,nace,287590,NACE industry code: 287590,enhanced_english,medium,english
LAB_nace_291110,LAB,nace,291110,NACE industry code: 291110,enhanced_english,medium,english
LAB_nace_291120,LAB,nace,291120,NACE industry code: 291120,enhanced_english,medium,english
LAB_nace_291190,LAB,nace,291190,NACE industry code: 291190,enhanced_english,medium,english
LAB_nace_291210,LAB,nace,291210,NACE industry code: 291210,enhanced_english,medium,english
LAB_nace_291220,LAB,nace,291220,NACE industry code: 291220,enhanced_english,medium,english
LAB_nace_291230,LAB,nace,291230,NACE industry code: 291230,enhanced_english,medium,english
LAB_nace_291300,LAB,nace,291300,NACE industry code: 291300,enhanced_english,medium,english
LAB_nace_291400,LAB,nace,291400,NACE industry code: 291400,enhanced_english,medium,english
LAB_nace_292100,LAB,nace,292100,NACE industry code: 292100,enhanced_english,medium,english
LAB_nace_292210,LAB,nace,292210,NACE industry code: 292210,enhanced_english,medium,english
LAB_nace_292220,LAB,nace,292220,NACE industry code: 292220,enhanced_english,medium,english
LAB_nace_292230,LAB,nace,292230,NACE industry code: 292230,enhanced_english,medium,english
LAB_nace_292290,LAB,nace,292290,NACE industry code: 292290,enhanced_english,medium,english
LAB_nace_292310,LAB,nace,292310,NACE industry code: 292310,enhanced_english,medium,english
LAB_nace_292320,LAB,nace,292320,NACE industry code: 292320,enhanced_english,medium,english
LAB_nace_292410,LAB,nace,292410,NACE industry code: 292410,enhanced_english,medium,english
LAB_nace_292420,LAB,nace,292420,NACE industry code: 292420,enhanced_english,medium,english
LAB_nace_292430,LAB,nace,292430,NACE industry code: 292430,enhanced_english,medium,english
LAB_nace_292490,LAB,nace,292490,NACE industry code: 292490,enhanced_english,medium,english
LAB_nace_293100,LAB,nace,293100,NACE industry code: 293100,enhanced_english,medium,english
LAB_nace_293210,LAB,nace,293210,NACE industry code: 293210,enhanced_english,medium,english
LAB_nace_293220,LAB,nace,293220,NACE industry code: 293220,enhanced_english,medium,english
LAB_nace_293230,LAB,nace,293230,NACE industry code: 293230,enhanced_english,medium,english
LAB_nace_293240,LAB,nace,293240,NACE industry code: 293240,enhanced_english,medium,english
LAB_nace_294000,LAB,nace,294000,NACE industry code: 294000,enhanced_english,medium,english
LAB_nace_294100,LAB,nace,294100,NACE industry code: 294100,enhanced_english,medium,english
LAB_nace_294200,LAB,nace,294200,NACE industry code: 294200,enhanced_english,medium,english
LAB_nace_294300,LAB,nace,294300,NACE industry code: 294300,enhanced_english,medium,english
LAB_nace_295100,LAB,nace,295100,NACE industry code: 295100,enhanced_english,medium,english
LAB_nace_295210,LAB,nace,295210,NACE industry code: 295210,enhanced_english,medium,english
LAB_nace_295290,LAB,nace,295290,NACE industry code: 295290,enhanced_english,medium,english
LAB_nace_295310,LAB,nace,295310,NACE industry code: 295310,enhanced_english,medium,english
LAB_nace_295320,LAB,nace,295320,NACE industry code: 295320,enhanced_english,medium,english
LAB_nace_295330,LAB,nace,295330,NACE industry code: 295330,enhanced_english,medium,english
LAB_nace_295340,LAB,nace,295340,NACE industry code: 295340,enhanced_english,medium,english
LAB_nace_295390,LAB,nace,295390,NACE industry code: 295390,enhanced_english,medium,english
LAB_nace_295400,LAB,nace,295400,NACE industry code: 295400,enhanced_english,medium,english
LAB_nace_295500,LAB,nace,295500,NACE industry code: 295500,enhanced_english,medium,english
LAB_nace_295610,LAB,nace,295610,NACE industry code: 295610,enhanced_english,medium,english
LAB_nace_295620,LAB,nace,295620,NACE industry code: 295620,enhanced_english,medium,english
LAB_nace_295690,LAB,nace,295690,NACE industry code: 295690,enhanced_english,medium,english
LAB_nace_296000,LAB,nace,296000,NACE industry code: 296000,enhanced_english,medium,english
LAB_nace_297110,LAB,nace,297110,NACE industry code: 297110,enhanced_english,medium,english
LAB_nace_297120,LAB,nace,297120,NACE industry code: 297120,enhanced_english,medium,english
LAB_nace_297130,LAB,nace,297130,NACE industry code: 297130,enhanced_english,medium,english
LAB_nace_297190,LAB,nace,297190,NACE industry code: 297190,enhanced_english,medium,english
LAB_nace_297200,LAB,nace,297200,NACE industry code: 297200,enhanced_english,medium,english
LAB_nace_300100,LAB,nace,300100,NACE industry code: 300100,enhanced_english,medium,english
LAB_nace_300200,LAB,nace,300200,NACE industry code: 300200,enhanced_english,medium,english
LAB_nace_311010,LAB,nace,311010,NACE industry code: 311010,enhanced_english,medium,english
LAB_nace_311020,LAB,nace,311020,NACE industry code: 311020,enhanced_english,medium,english
LAB_nace_311030,LAB,nace,311030,NACE industry code: 311030,enhanced_english,medium,english
LAB_nace_311040,LAB,nace,311040,NACE industry code: 311040,enhanced_english,medium,english
LAB_nace_312010,LAB,nace,312010,NACE industry code: 312010,enhanced_english,medium,english
LAB_nace_312090,LAB,nace,312090,NACE industry code: 312090,enhanced_english,medium,english
LAB_nace_313000,LAB,nace,313000,NACE industry code: 313000,enhanced_english,medium,english
LAB_nace_314000,LAB,nace,314000,NACE industry code: 314000,enhanced_english,medium,english
LAB_nace_315000,LAB,nace,315000,NACE industry code: 315000,enhanced_english,medium,english
LAB_nace_316100,LAB,nace,316100,NACE industry code: 316100,enhanced_english,medium,english
LAB_nace_316210,LAB,nace,316210,NACE industry code: 316210,enhanced_english,medium,english
LAB_nace_316220,LAB,nace,316220,NACE industry code: 316220,enhanced_english,medium,english
LAB_nace_316290,LAB,nace,316290,NACE industry code: 316290,enhanced_english,medium,english
LAB_nace_321010,LAB,nace,321010,NACE industry code: 321010,enhanced_english,medium,english
LAB_nace_321090,LAB,nace,321090,NACE industry code: 321090,enhanced_english,medium,english
LAB_nace_322010,LAB,nace,322010,NACE industry code: 322010,enhanced_english,medium,english
LAB_nace_322020,LAB,nace,322020,NACE industry code: 322020,enhanced_english,medium,english
LAB_nace_323010,LAB,nace,323010,NACE industry code: 323010,enhanced_english,medium,english
LAB_nace_323020,LAB,nace,323020,NACE industry code: 323020,enhanced_english,medium,english
LAB_nace_323030,LAB,nace,323030,NACE industry code: 323030,enhanced_english,medium,english
LAB_nace_331010,LAB,nace,331010,NACE industry code: 331010,enhanced_english,medium,english
LAB_nace_331020,LAB,nace,331020,NACE industry code: 331020,enhanced_english,medium,english
