code,prefix,database,value,description,description_da,description_en,source,confidence,language,parent_code,hierarchy_level
LAB_db07_683220,LAB,db07,683220,Virksomhed i forbindelse med fast ejendom på honorar- eller kontraktbasis (via 683),Virksomhed i forbindelse med fast ejendom på honorar- eller kontraktbasis (via 683),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_68322,detail
LAB_db07_475220,LAB,db07,475220,Detailhandel med husholdningsudstyr i specialforreninger (via 475),Detailhandel med husholdningsudstyr i specialforreninger (via 475),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_47522,detail
LAB_db07_711220,LAB,db07,711220,Arkitekt- og ingeniørvirksomhed og lignende teknisk rådgivning (via 711),Arkitekt- og ingeniørvirksomhed og lignende teknisk rådgivning (via 711),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_71122,detail
LAB_db07_711230,LAB,db07,711230,Arkitekt- og ingeniørvirksomhed og lignende teknisk rådgivning (via 711),Arkitekt- og ingeniørvirksomhed og lignende teknisk rådgivning (via 711),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_71123,detail
LAB_db07_454000,LAB,db07,454000,"Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil (via 454)","Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil (via 454)",,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_45400,detail
LAB_db07_889160,LAB,db07,889160,Andre sociale foranstaltninger uden institutionsophold (via 889),Andre sociale foranstaltninger uden institutionsophold (via 889),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_88916,detail
LAB_db07_812900,LAB,db07,812900,Renhold (via 812),Renhold (via 812),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_81290,detail
LAB_db07_192000,LAB,db07,192000,Fremstilling af raffinerede mineralolieprodukter (via 192),Fremstilling af raffinerede mineralolieprodukter (via 192),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_19200,detail
LAB_db07_873010,LAB,db07,873010,Institutionsophold for ældre og handicappede (via 873),Institutionsophold for ældre og handicappede (via 873),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_87301,detail
LAB_db07_244200,LAB,db07,244200,Fremstilling af ædelmetaller og andre ikke-jernholdige metaller (via 244),Fremstilling af ædelmetaller og andre ikke-jernholdige metaller (via 244),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_24420,detail
