code,text_da,valid_from,valid_to
DQ664,Talipes calcaneovalgus                                                                                                  010084      SKS     1,20120101,25000101
DQ665,Medfødt platfod                                                                                                         010084      SKS     1,20120101,25000101
DQ666,Anden medfødt valgusdeformitet i fod                                                                                    010084      SKS     1,20120101,25000101
DQ666A,Hallux valgus congenitus                                                                                                010084      SKS     1,20120101,25000101
DQ666B,Metatarsus valgus                                                                                                       010084      SKS     1,20120101,25000101
DQ666C,Pes equinovalgus                                                                                                        010084      SKS     1,20120101,25000101
DQ666D,Pes planovalgus                                                                                                         010084      SKS     1,20120101,25000101
DQ666E,Platfod UNS                                                                                                             010084      SKS     1,20120101,25000101
DQ667,Hulfod                                                                                                                  010084      SKS     1,20120101,25000101
DQ668,Anden medfødt misdannelse i fod                                                                                         010084      SKS     1,20120101,25000101
DQ668A,Coalitio tarsalis                                                                                                       010084      SKS     1,20120101,25000101
DQ668B,Medfødt hammertå                                                                                                        010084      SKS     1,20120101,25000101
DQ668C,Hallux flexus congenitus                                                                                                010084      SKS     1,20120101,25000101
DQ668D,Hallux rigidus congenitus                                                                                               010084      SKS     1,20120101,25000101
DQ668E,Megalodactylia digiti pedis                                                                                             010084      SKS     1,20120101,25000101
DQ668F,Pes calcaneus                                                                                                           010084      SKS     1,20120101,25000101
DQ668G,Talipes asymmetricus                                                                                                    010084      SKS     1,20120101,25000101
DQ668H,Hælfod UNS                                                                                                              010084      SKS     1,20120101,25000101
DQ668I,Talus verticalis                                                                                                        010084      SKS     1,20120101,25000101
DQ669,Medfødt misdannelse i fod UNS                                                                                           010084      SKS     1,20120101,25000101
DQ67,"Misdann. i knogler/muskler i hoved, rygsøjle, brystkasse                                                                   084      SKS     1",20120101,25000101
DQ670,Asymmetrisk ansigt                                                                                                      010084      SKS     1,20120101,25000101
DQ671,Compressio faciei                                                                                                       010084      SKS     1,20120101,25000101
DQ672,Dolikocefali                                                                                                            010084      SKS     1,20120101,25000101
DQ673,Plagiocefali                                                                                                            010084      SKS     1,20120101,25000101
DQ674,"Anden medfødt misdannelse i kranie, ansigt eller kæbe                                                                   010084      SKS     3",20120101,25000101
DQ674A,Atrophia hemifaciei                                                                                                     010084      SKS     1,20120101,25000101
DQ674B,Depressio cranii congenita                                                                                              010084      SKS     1,20120101,25000101
DQ674C,Medfødt deviation af næseseptum                                                                                         010084      SKS     1,20120101,25000101
DQ674D,Halvsidig hypertrofi af kranie                                                                                          010084      SKS     1,20120101,25000101
DQ674E,Halvsidig hypertrofi af ansigt                                                                                          010084      SKS     1,20120101,25000101
DQ674F,Skafocefali                                                                                                             010084      SKS     1,20120101,25000101
DQ675,Medfødt deformitet af rygsøjle                                                                                          010084      SKS     1,20120101,25000101
DQ675A,Medfødt kyfoskoliose UNS                                                                                                010084      SKS     1,20120101,25000101
DQ675B,Medfødt postural skoliose                                                                                               010084      SKS     1,20120101,25000101
DQ675C,Medfødt skoliose UNS                                                                                                    010084      SKS     1,20120101,25000101
DQ676,Tragtbryst                                                                                                              010084      SKS     1,20120101,25000101
DQ677,Fuglebryst                                                                                                              010084      SKS     1,20120101,25000101
DQ678,Anden medfødt misdannelse i brystkassens muskler el. skelet                                                             010084      SKS     3,20120101,25000101
DQ678A,Medfødt misdannelse i brystkasse UNS                                                                                    010084      SKS     1,20120101,25000101
DQ68,Andre medfødte misdannelser i muskler og knogler                                                                           084      SKS     1,20120101,25000101
DQ680,Medfødt misdannelse af musculus sternocleidomastoideus                                                                  010084      SKS     1,20120101,25000101
DQ680A,Medfødt tortikollis                                                                                                     010084      SKS     1,20120101,25000101
DQ680B,Tumor congenitus musculi sternocleidomastoidei                                                                          010084      SKS     3,19940101,20111231
DQ681,Medfødt misdannelse i hånd                                                                                              010084      SKS     1,20120101,25000101
DQ681A,Medfødt springfinger                                                                                                    010084      SKS     1,20120101,25000101
DQ681B,Manus valga                                                                                                             010084      SKS     3,20120101,25000101
DQ681C,Manus vara                                                                                                              010084      SKS     3,20120101,25000101
DQ681D,Medfødt spadelignende hånd                                                                                              010084      SKS     3,20120101,25000101
DQ681E,Medfødte trommestikfingre                                                                                               010084      SKS     1,20120101,25000101
DQ682,Medfødt knædeformitet                                                                                                   010084      SKS     1,20120101,25000101
DQ682A,Genu recurvatum congenitum                                                                                              010084      SKS     1,20120101,25000101
DQ682B,Medfødt knæluksation                                                                                                    010084      SKS     1,20120101,25000101
DQ683,Curvatura corporis femoris congenita                                                                                    010084      SKS     1,20120101,25000101
DQ684,Curvatura tibiae et fibulae congenita                                                                                   010084      SKS     1,20120101,25000101
DQ684A,Curvatura fibulae congenita                                                                                             010084      SKS     1,20120101,25000101
DQ684B,Curvatura tibiae congenita                                                                                              010084      SKS     1,20120101,25000101
DQ685,Medfødt abnorm krumning af lang rørknogle i ben UNS                                                                     010084      SKS     1,20120101,25000101
DQ688,Anden medfødt misdannelse i muskel eller knogle                                                                         010084      SKS     3,20120101,25000101
DQ688A,Cubitus valgus congenitus                                                                                               010084      SKS     1,20120101,25000101
DQ688B,Cubitus varus congenitus                                                                                                010084      SKS     1,20120101,25000101
DQ688C,Elevatio scapulae congenita                                                                                             010084      SKS     1,20120101,25000101
DQ688D,Medfødt luksation i albueled                                                                                            010084      SKS     3,20120101,25000101
DQ688E,Medfødt luksation i skulderled                                                                                          010084      SKS     1,20120101,25000101
DQ688F,Medfødt misdannelse i underarm                                                                                          010084      SKS     1,20120101,25000101
DQ688G,Medfødt misdannelse i clavicula                                                                                         010084      SKS     1,20120101,25000101
DQ688H,Medfødt misdannelse i albueled                                                                                          010084      SKS     3,20120101,25000101
DQ688I,Medfødt misdannelse i skulderblad                                                                                       010084      SKS     1,20120101,25000101
DQ688J,Medfødt scapula alata                                                                                                   010084      SKS     1,20251001,25000101
DQ69,Overtallige fingre og tæer                                                                                                 084      SKS     1,20120101,25000101
DQ690,Overtallig finger                                                                                                       010084      SKS     1,20120101,25000101
DQ691,Overtallig tommelfinger                                                                                                 010084      SKS     1,20120101,25000101
DQ692,Overtallig tå                                                                                                           010084      SKS     1,20120101,25000101
DQ692A,Overtallig storetå                                                                                                      010084      SKS     1,20120101,25000101
DQ699,Polydaktyli UNS                                                                                                         010084      SKS     1,20120101,25000101
DQ70,Sammenvoksning af fingre og tæer                                                                                           084      SKS     1,20120101,25000101
DQ700,Komplet syndaktyli i hånd med synostose                                                                                 010084      SKS     3,20120101,25000101
DQ701,Simpel syndaktyli i hånd uden synostose                                                                                 010084      SKS     1,20120101,25000101
DQ702,Komplet syndaktyli i fod med synostose                                                                                  010084      SKS     3,20120101,25000101
DQ703,Simpel syndaktyli i fod uden synostose                                                                                  010084      SKS     1,20120101,25000101
DQ704,Polysyndaktyli                                                                                                          010084      SKS     1,20190401,25000101
DQ704A,Polysyndaktyli på hånd                                                                                                  010084      SKS     1,20120101,25000101
DQ704B,Polysyndaktyli på fod                                                                                                   010084      SKS     1,20120101,25000101
DQ709,Syndaktyli UNS                                                                                                          010084      SKS     1,20120101,25000101
DQ71,Mangelfuld udvikling af overekstremitet                                                                                    084      SKS     1,20120101,25000101
DQ710,Ameli af overekstremitet                                                                                                010084      SKS     1,20120101,25000101
DQ710A,Amputatio congenita extremitatis superioris                                                                             010084      SKS     1,20120101,25000101
DQ710B,Aplasi af overekstremitet                                                                                               010084      SKS     1,20120101,25000101
DQ711,Fokomeli af overekstremitet                                                                                             010084      SKS     1,20120101,25000101
DQ712,Aplasi af både underarm og hånd                                                                                         010084      SKS     1,20120101,25000101
DQ712A,Aplasia antebrachii                                                                                                     010084      SKS     3,19940101,20111231
DQ713,Aplasi af hånd eller fingre                                                                                             010084      SKS     3,20120101,25000101
DQ713A,Aplasi af fingre                                                                                                        010084      SKS     1,20120101,25000101
DQ713A1,Aplasi af tommelfinger                                                                                                  010084      SKS     1,20200101,25000101
DQ713B,Aplasi af hånd                                                                                                          010084      SKS     1,20120101,25000101
DQ714,Longitudinel reduktionsdefekt af radius                                                                                 010084      SKS     1,20120101,25000101
DQ715,Longitudinel reduktionsdefekt af ulna                                                                                   010084      SKS     1,20120101,25000101
DQ716,Medfødt klohånd                                                                                                         010084      SKS     1,20120101,25000101
DQ718,Anden medfødt mangelfuld udvikling af overekstremitet                                                                   010084      SKS     1,20120101,25000101
DQ718A,Anisomelia congenita extremitatis superioris                                                                            010084      SKS     1,20120101,25000101
DQ718B,Aplasi af fingerknogle                                                                                                  010084      SKS     3,20120101,20191231
DQ718C,Aplasi af tommelfinger                                                                                                  010084      SKS     3,20120101,20191231
DQ718D,Aplasi af radius                                                                                                        010084      SKS     1,20120101,25000101
DQ718E,Aplasi af ulna                                                                                                          010084      SKS     1,20120101,25000101
DQ718F,Medfødt forkortning af overekstremitet                                                                                  010084      SKS     1,20120101,25000101
DQ718G,Ektrodaktyli på overekstremitet                                                                                         010084      SKS     1,20120101,25000101
DQ718H,Medfødt hypoplasi af radius                                                                                             010084      SKS     1,20120101,25000101
DQ718I,Medfødt hypoplasi af ulna                                                                                               010084      SKS     1,20120101,25000101
DQ718J,Micromelia extremitatis superioris                                                                                      010084      SKS     1,20120101,25000101
DQ718K,Aplasi af underarm UNS                                                                                                  010084      SKS     1,20120101,25000101
DQ718L,Reductio humero                                                                                                         010084      SKS     1,20120701,25000101
DQ719,Medfødt mangelfuld udvikling af overekstremitet UNS                                                                     010084      SKS     1,20120101,25000101
DQ72,Mangelfuld udvikling af underekstremitet                                                                                   084      SKS     1,20120101,25000101
DQ720,Ameli af underekstremitet                                                                                               010084      SKS     1,20120101,25000101
DQ720A,Amputatio congenita extremitatis inferioris                                                                             010084      SKS     1,20120101,25000101
DQ720B,Aplasi af underekstremitet                                                                                              010084      SKS     1,20120101,25000101
DQ721,Fokomeli af underekstremitet                                                                                            010084      SKS     1,20120101,25000101
DQ722,Aplasi af både underben og fod                                                                                          010084      SKS     1,20120101,25000101
DQ722A,Aplasia cruris                                                                                                          010084      SKS     3,19940101,20111231
DQ723,Aplasi af fod eller tæer                                                                                                010084      SKS     3,20120101,25000101
DQ723A,Aplasi af fod                                                                                                           010084      SKS     1,20120101,25000101
DQ724,Longitudinel reduktionsdefekt af femur                                                                                  010084      SKS     1,20120101,25000101
DQ725,Longitudinel reduktionsdefekt af tibia                                                                                  010084      SKS     1,20120101,25000101
DQ726,Longitudinel reduktionsdefekt af fibula                                                                                 010084      SKS     1,20120101,25000101
DQ727,Splitfod                                                                                                                010084      SKS     1,20120101,25000101
DQ728,Anden medfødt mangelfuld udvikling af underekstremitet                                                                  010084      SKS     1,20120101,25000101
DQ728A,Anisomelia congenita extremitatis inferioris                                                                            010084      SKS     1,20120101,25000101
DQ728B,Aplasi af fibula                                                                                                        010084      SKS     1,20120101,25000101
DQ728C,Aplasi af storetå                                                                                                       010084      SKS     1,20120101,25000101
DQ728D,Aplasi af tåknogle                                                                                                      010084      SKS     1,20120101,25000101
DQ728E,Aplasi af tibia                                                                                                         010084      SKS     1,20120101,25000101
DQ728F,Medfødt forkortelse af underekstremitet                                                                                 010084      SKS     1,20120101,25000101
DQ728G,Ektrodaktyli på underekstremitet                                                                                        010084      SKS     1,20120101,25000101
DQ728H,Medfødt hypoplasi af fibula                                                                                             010084      SKS     1,20120101,25000101
DQ728I,Medfødt hypoplasi af tibia                                                                                              010084      SKS     1,20120101,25000101
DQ728J,Micromelia extremitatis inferioris                                                                                      010084      SKS     1,20120101,25000101
DQ728K,Aplasi af underben                                                                                                      010084      SKS     1,20120101,25000101
DQ729,Medfødt mangelfuld udvikling af underekstremitet UNS                                                                    010084      SKS     1,20120101,25000101
DQ73,Mangelfuld udvikling af ekstremitet uden specifikation                                                                     084      SKS     3,19940101,20111231
DQ730,Ameli uden specifikation                                                                                                010084      SKS     3,19940101,20111231
DQ730A,Amputatio congenita extremitatis uden specifikation                                                                     010084      SKS     3,19940101,20111231
DQ730B,Aplasia extremitatis uden specifikation                                                                                 010084      SKS     3,19940101,20111231
DQ731,Phocomeli uden specifikation                                                                                            010084      SKS     3,19940101,20111231
DQ738,"Medfødte mangelfulde udviklinger af ekstr u spec, andre                                                                 010084      SKS     3",19940101,20111231
DQ738A,Brevitas congenita extremitatis uden specifikation                                                                      010084      SKS     3,19940101,20111231
DQ738B,Ectromelia uden specifikation                                                                                           010084      SKS     3,19940101,20111231
DQ738C,Hemimelia uden specifikation                                                                                            010084      SKS     3,19940101,20111231
DQ74,Andre medfødte misdannelser af arme og ben                                                                                 084      SKS     1,20120101,25000101
DQ740,Anden medfødt misdannelse af overekstremitet                                                                            010084      SKS     1,20120101,25000101
DQ740A,Deformatio congenita radii                                                                                              010084      SKS     1,20120101,25000101
DQ740B,Dysostosis cleidocranialis                                                                                              010084      SKS     1,20120101,25000101
DQ740C,Dysplasia cleidocranialis                                                                                               010084      SKS     3,19940101,20111231
DQ740D,Macrodactylia digiti manus                                                                                              010084      SKS     1,20120101,25000101
DQ740E,Madelung's deformation (radius)                                                                                         010084      SKS     3,19940101,20111231
DQ740F,Megalodactylia manus                                                                                                    010084      SKS     3,19940101,20111231
DQ740G,Os carpi accessorium                                                                                                    010084      SKS     1,20120101,25000101
DQ740H,Medfødt pseudartrose i clavicula                                                                                        010084      SKS     1,20120101,25000101
DQ740I,Dysostosis cleidocranialis                                                                                              010084      SKS     1,20190401,25000101
DQ740J,Synostosis radio-ulnaris                                                                                                010084      SKS     1,20120101,25000101
DQ740K,Triphalangismus digiti I manus                                                                                          010084      SKS     1,20120101,25000101
DQ741,Medfødt misdannelse i knæ                                                                                               010084      SKS     1,20120101,25000101
DQ741A,Aplasi af knæskal                                                                                                       010084      SKS     1,20120101,25000101
DQ741B,Medfødt valgusknæ                                                                                                       010084      SKS     1,20120101,25000101
DQ741C,Medfødt varusknæ                                                                                                        010084      SKS     1,20120101,25000101
DQ741D,Medfødt hypertrofi af femurkondyl                                                                                       010084      SKS     1,20120101,25000101
DQ741E,Medfødt patellaluksation                                                                                                010084      SKS     1,20120101,25000101
DQ741F,Medfødt misdannelse i knæ UNS                                                                                           010084      SKS     1,20120101,25000101
DQ741G,Medfødt misdannelse af knæskal UNS                                                                                      010084      SKS     1,20120101,25000101
DQ741H,Patella bipartita                                                                                                       010084      SKS     1,20120101,25000101
DQ741I,Patella rudimentaria                                                                                                    010084      SKS     1,20120101,25000101
DQ741J,Patella tripartita                                                                                                      010084      SKS     1,20120101,25000101
DQ742,Anden medfødt misdannelse i underekstremitet                                                                            010084      SKS     1,20120101,25000101
DQ742A,Ankylosis congenita sacroiliaca                                                                                         010084      SKS     1,20120101,25000101
DQ742B,Macrodactylia digiti pedis                                                                                              010084      SKS     1,20120101,25000101
DQ742C,Medfødt misdannelse i sakroiliakaled UNS                                                                                010084      SKS     1,20120101,25000101
DQ742D,Medfødt misdannelse i fodrodsben UNS                                                                                    010084      SKS     1,20120101,25000101
DQ743,Arthrogryposis multiplex congenita                                                                                      010084      SKS     1,20120101,25000101
DQ748,Anden medfødt misdannelse af ekstremitet(er)                                                                            010084      SKS     1,20120101,25000101
DQ748A,Anisomelia congenita                                                                                                    010084      SKS     1,20120101,25000101
DQ748B,Brachydactylia                                                                                                          010084      SKS     1,20120101,25000101
DQ748C,Ectrodactylia                                                                                                           010084      SKS     1,20120101,25000101
DQ748D,Gigantomelia                                                                                                            010084      SKS     1,20120101,25000101
DQ748E,Medfødt misdannelse i ekstremitetsknogle UNS                                                                            010084      SKS     1,20120101,25000101
DQ748E1,Medfødt kort ekstremitetsknogle                                                                                         010084      SKS     1,20190101,25000101
DQ748F,Makrodaktyli UNS                                                                                                        010084      SKS     1,20120101,25000101
DQ749,Medfødt misdannelse af ekstremitet(er) UNS                                                                              010084      SKS     1,20120101,25000101
DQ75,Andre medfødte misdannelser af knogler i kranie og ansigt                                                                  084      SKS     1,20120101,25000101
DQ750,Kraniosynostose                                                                                                         003084      SKS     1,20120101,25000101
DQ750A,Akrocefali                                                                                                              003084      SKS     3,20120101,20190331
DQ750B,Dyssynostosis cranii                                                                                                    003084      SKS     3,19940101,20111231
DQ750C,Oxycefali                                                                                                               003084      SKS     1,20120101,25000101
DQ750D,Trigonocefali                                                                                                           003084      SKS     1,20120101,25000101
DQ751,Kraniofacial dysostose                                                                                                  003084      SKS     1,20120101,25000101
DQ751A,Cranioschisis                                                                                                           003084      SKS     1,20120101,25000101
DQ751B,Craniostenosis                                                                                                          003084      SKS     1,20120101,25000101
DQ751C,Crouzon's sygdom                                                                                                        003084      SKS     3,19940101,20111231
DQ751D,Diastasis ossis cranialis congenita                                                                                     003084      SKS     1,20120101,25000101
DQ752,Hypertelorisme                                                                                                          003084      SKS     1,20120101,25000101
DQ753,Makrocefali                                                                                                             003084      SKS     1,20120101,25000101
DQ754,Mandibulofacial dysostose                                                                                               015084      SKS     1,20120101,25000101
DQ754A,Micrognathia cum palatoschisis                                                                                          015084      SKS     3,19940101,20111231
DQ755,Okulomandibulær dysostose                                                                                               015084      SKS     1,20120101,25000101
DQ758,Anden medfødt misdannelse af knogle i kranie eller ansigt                                                               023084      SKS     3,20120101,25000101
DQ758A,Aplasi af kranieknogle                                                                                                  023084      SKS     1,20120101,25000101
DQ758B,Duplikation af processus frontonasalis                                                                                  023084      SKS     1,20120101,25000101
DQ758C,Medfødt misdannelse af os frontale UNS                                                                                  023084      SKS     1,20120101,25000101
DQ758D,Basilær invagination                                                                                                    023084      SKS     1,20120101,25000101
DQ758E,Mikrognati                                                                                                              023084      SKS     1,20120101,25000101
DQ759,Medfødt misdannelse af knogle i kranie eller ansigt UNS                                                                 023084      SKS     3,20120101,25000101
DQ76,Medfødte misdannelser i rygsøjle og brystkasse                                                                             084      SKS     1,20120101,25000101
DQ760,Spina bifida occulta                                                                                                    010084      SKS     1,20120101,25000101
DQ761,Klippel-Feils syndrom                                                                                                   010084      SKS     1,20120101,25000101
DQ761A,Dystrophia brevicollis                                                                                                  010084      SKS     3,19940101,20111231
DQ762,Medfødt spondylolistese                                                                                                 010084      SKS     1,20120101,25000101
DQ762A,Medfødt spondylolyse                                                                                                    010084      SKS     1,20120101,25000101
DQ763,Medfødt skoliose forårsaget af knoglemisdannelse                                                                        010084      SKS     3,20120101,25000101
DQ763A,Medfødt kyfoskoliose forårsaget af knoglemisdannelse                                                                    010084      SKS     3,20120101,25000101
DQ764,Anden medfødt misdannelse af rygsøjle uden samtidig skoliose                                                            010084      SKS     1,20120101,25000101
DQ764A,Agenesi af haleben                                                                                                      010084      SKS     1,20120101,25000101
DQ764B,Agenesi af korsben                                                                                                      010084      SKS     1,20120101,25000101
DQ764C,Agenesi af ryghvirvel                                                                                                   010084      SKS     1,20120101,25000101
DQ764D,Aplasi af haleben                                                                                                       010084      SKS     1,20120101,25000101
DQ764E,Aplasi af korsben                                                                                                       010084      SKS     1,20120101,25000101
DQ764F,Aplasi af ryghvirvel                                                                                                    010084      SKS     1,20120101,25000101
DQ764G,Hemilumbalisatio ossis sacri                                                                                            010084      SKS     1,20120101,25000101
DQ764H,Hemisacralisatio vertebrae lumbalis                                                                                     010084      SKS     1,20120101,25000101
DQ764I,Hemispondylia congenita                                                                                                 010084      SKS     1,20120101,25000101
DQ764J,Hemivertebra                                                                                                            010084      SKS     1,20120101,25000101
DQ764K,Medfødt kyfose                                                                                                          010084      SKS     1,20120101,25000101
DQ764L,Medfødt lordose                                                                                                         010084      SKS     1,20120101,25000101
DQ764M,Lumbalisering                                                                                                           010084      SKS     1,20120101,25000101
DQ764N,Sakralisering                                                                                                           010084      SKS     1,20120101,25000101
DQ764O,Symphysis lumbosacralis abnormis                                                                                        010084      SKS     1,20120101,25000101
DQ764P,Synostosis columnae vertebralis                                                                                         010084      SKS     1,20120101,25000101
DQ764Q,Overtallig ryghvirvel                                                                                                   010084      SKS     1,20120101,25000101
DQ765,Halsribben                                                                                                              010084      SKS     1,20120101,25000101
DQ765A,Scalenus anterior-syndrom med halsribben                                                                                010084      SKS     3,20120101,25000101
DQ766,Anden medfødt misdannelse af ribben                                                                                     010084      SKS     1,20120101,25000101
DQ766A,Agenesi af ribben                                                                                                       010084      SKS     1,20120101,25000101
DQ766B,Aplasi af ribben                                                                                                        010084      SKS     1,20120101,25000101
DQ766C,Costa accessoria                                                                                                        010084      SKS     1,20120101,25000101
DQ766D,Synostosis costae                                                                                                       010084      SKS     1,20120101,25000101
DQ767,Medfødt misdannelse af brystben                                                                                         010084      SKS     1,20120101,25000101
DQ767A,Agenesi af brystben                                                                                                     010084      SKS     1,20120101,25000101
DQ767B,Aplasi af brystben                                                                                                      010084      SKS     1,20120101,25000101
DQ767C,Sternum bifidum                                                                                                         010084      SKS     1,20120101,25000101
DQ767D,Sternum recurvatum                                                                                                      010084      SKS     1,20120101,25000101
DQ768,Anden medfødt misdannelse i brystkassens knogler                                                                        010084      SKS     1,20120101,25000101
DQ769,Medfødt misdannelse i brystkassens knogler UNS                                                                          010084      SKS     1,20120101,25000101
DQ77,Mgl.fuld vækst af knoglevæv/brusk i rørknogler og rygsøjle                                                                 084      SKS     1,20120101,25000101
DQ770,Akondrogenese                                                                                                           010084      SKS     1,20120101,25000101
DQ770A,Hypokondrogenese                                                                                                        010084      SKS     1,20120101,25000101
DQ771,Tanatofor dværgvækst                                                                                                    010084      SKS     1,20120101,25000101
DQ772,Costa brevis-syndrom                                                                                                    010084      SKS     1,20120101,25000101
DQ772A,Dysplasia thoracica asphyxica                                                                                           010084      SKS     1,20120101,25000101
DQ773,Chondrodysplasia punctata                                                                                               010084      SKS     1,20120101,25000101
DQ773A,Dyschondroplasia cum haemangiomata                                                                                      010084      SKS     1,20120101,25000101
DQ774,Akondroplasi                                                                                                            010084      SKS     1,20120101,25000101
DQ774A,Hypokondroplasi                                                                                                         010084      SKS     1,20120101,25000101
DQ774B,Medfødt osteosclerose                                                                                                   010084      SKS     1,20120101,25000101
DQ775,Dystrofisk dværgvækst                                                                                                   010084      SKS     1,20120101,25000101
DQ776,Kondroektodermal dysplasi                                                                                               010084      SKS     1,20120101,25000101
DQ777,Spondyloepifyseal dysplasi                                                                                              010084      SKS     1,20120101,25000101
DQ778,Anden form for osteokondrodysplasi i rørknogle el. rygsøjle                                                             010084      SKS     3,20120101,25000101
DQ778A,Kondrodystrofisk dværgvækst                                                                                             010084      SKS     1,20120101,25000101
DQ779,Osteokondrodysplasi i rørknogle eller rygsøjle UNS                                                                      010084      SKS     3,20120101,25000101
DQ78,Andre former for mangelfuld udvikling af knogle og brusk                                                                   084      SKS     1,20120101,25000101
DQ780,Osteogenesis imperfecta                                                                                                 010084      SKS     1,20120101,25000101
DQ781,Polyostotisk fibrøs dysplasi                                                                                            010084      SKS     1,20120101,25000101
DQ781A,McCune-Albright syndrom                                                                                                 010084      SKS     1,20120101,25000101
