Gyldig fra,Gyldig til,Kode,Tekst
,,3830507,"Dyretransport, medvirken til erhvervsmæssig transport af dyr"
,,3830508,"Dyretransport, erhvervsmæssig transport af dyr i frakendelsestiden"
,,3830509,"Dyretransport, areal/belægning, transportør (klip)"
,,3830510,"Dyretransport, manglende kompetencebevis"
,,3830511,"Dyretransport, indvendig højde, transportør (klip)"
,,3830512,"Dyretransport, ventilation, transportør (klip)"
,,3830513,"Dyretransport, drikkevand/foder, transportør (klip)"
,,3830514,"Dyretransport, hviletid, transportør (klip)"
,,3830518,"Dyretransport, strøelse, transportør (klip)"
,,3830519,"Dyretransport, transportegnethed, transportør (klip)"
,,3830520,"Dyretransport, areal/belægning, chauffør/ledsager (klip)"
,,3830521,"Dyretransport, indvendig højde, chauffør/ledsager (klip)"
,,3830522,"Dyretransport, ventilation, chauffør/ledsager (klip)"
,,3830523,"Dyretransport, hviletid, chauffør/ledsager (klip)"
,,3830524,"Dyretransport, strøelse, chauffør/ledsager (klip)"
,,3830530,"Dyretransport, drikkevand/foder, chauffør/ledsager (klip)"
,,3830536,"Dyretransport, transportegnethed, chauffør/ledsager (klip)"
,,3830701,"Dyretransport, indvendig højde, virksomhed"
,,3830702,"Dyretransport, ventilation, virksomhed"
,,3830703,"Dyretransport, drikkevand/foder, virksomhed"
,,3830704,"Dyretransport, hviletid, virksomhed"
,,3830705,Jagtloven
,,3830706,"Dyretransport, areal/belægning, virksomhed"
,,3830707,"Dyretransport, strøelse, virksomhed"
,,3830708,"Dyretransport, transportegnethed, virksomhed"
,,3830709,"Dyretransport, i øvrigt"
,,3830710,"Hundeloven, forberedelse af pålæg"
,,3830711,"Hundeloven, pålæg efter"
,,3830712,"Lov om hold af heste, forberedelse af forbud"
,,3830713,"Hundeloven, overtrædelse af, samt overtrædelse af pålæg"
,,3830714,"Hundeloven, frakendelse efter"
,,3830715,Fiskerilovgivningen
,,3830716,"Lov om hold af heste, manglende forsikring"
,,3830717,"Lov om hold af heste, meddelt påbud"
,,3830718,"Lov om hold af heste, overtrædelse af meddelt påbud"
,,3830720,"Andre love vedr. dyr, jagt mv., i øvrigt"
,,3830721,"Malkekvæg, forberedelse af påbud"
,,3830722,"Malkekvæg, meddelt påbud"
,,3830723,"Malkekvæg, overtrædelse af påbud"
,,3830724,Grindelov for Færøerne
,,3835305,Arbejderbeskyttelseslovgivningen
,,3835306,"Udstationering af lønmodtagere, lov om lønvilkår transport"
,,3835307,"Udstationering af lønmodtagere mv., lov om tjenesteyder"
,,3835308,"Udstationering af lønmodtagere mv., lov om hvervgiver"
,,3835309,"Udstationering af lønmodtagere m.v., lov om (Udgået)"
,,3835310,Lov om arbejdsmiljø
,,3835311,"Lov om røgfri miljøer, forberedelse af påbud"
,,3835312,"Lov om røgfri miljøer, meddelt påbud"
,,3835313,"Lov om røgfri miljøer, rygepolitik"
,,3835314,"Lov om røgfri miljøer, rygning indendørs"
,,3835315,Bekendtgørelse om bedriftssundhedstjeneste
,,3835316,"Lov om røgfri miljøer, overtrædelse af meddelt påbud"
,,3835505,Arbejdsskadeforsikringsloven
,,3835510,Søloven
,,3835515,Skibsregistrering
,,3835520,Lodslov
,,3835525,Dykkerlov
,,3835530,Tilsyn med skibe
,,3835535,Luftfartsloven
,,3835536,"Droneflyvning, bekendtgørelse om"
,,3835540,Jernbaneloven
,,3835545,Sømandsloven
,,3835550,Bemandingslov
,,3835555,Forhyring
,,3835560,Ferieloven
,,3835565,Lærlingeloven
,,3835570,Lov om arbejdsformidling
,,3835575,"Andre love vedr. arbejde, transport mv., i øvrigt"
,,3835580,"Kontrolapparatværksted, bekendtgørelse om autoriseret"
,,3835582,"Uautoriseret indgreb i kontrolapparat, fører"
,,3835584,"Uautoriseret indgreb i kontrolapparat, arbejdsgiver"
,,3835586,"Kontrolapparat, fører"
,,3835588,"Kontrolapparat, arbejdsgiver"
,,3835589,"Køre-hviletid, kontroldata, opbevaring af dokumentation mv."
,,3835590,"Kontrollører uden autorisation, beskæftigelse af"
,,3835701,Piratkopiering
,,3835702,"Fartskriverkort, fører, bekendtgørelse om udstedelse af"
,,3835703,"Fartskriverkort, arbejdsgiver, bekendtgørelse om udstedelse af"
,,3835704,"Fartskriverkort, værksted, bekendtgørelse om udstedelse af"
,,3835705,Forordninger om fartskrivere
,,3835706,"Udrykningskørsel, bekendtgørelse om"
,,3835707,Køre-hviletidsregler
,,3835708,"Køre-hviletid, fører, bekendtgørelse om nationale bestemmelser"
,,3835709,"Køre-hviletid, arbejdsgiver, bekendtgørelse om nationale bestemmelser"
,,3835710,Lov om hyrekørsel
,,3835711,"Køre-hviletid, fører"
,,3835712,"Køre-hviletid, fører"
,,3835713,"Køre-hviletid, arbejdsgiver"
,,3835714,"Køre-hviletid over 30%, fører"
,,3835715,Lov om godstransport
,,3835716,"Køre-hviletid, arbejdsgiver"
,,3835717,"Køre-hviletid, fører"
,,3835718,"Køre-hviletid, arbejdsgiver"
,,3835719,"Køre-hviletid over 30%, fører"
,,3835720,Lov om buskørsel
,,3835721,"Modulvogntog, færdselsområde"
,,3835722,"Modulvogntog, udenlandske køretøjer"
,,3835723,"Modulvogntog, ikke godkendt vogntog"
,,3835724,"Modulvogntog, vægt"
,,3835725,"Modulvogntog, dolly/antal aksler"
,,3835726,"Modulvogntog, længde mv."
,,3835727,"Modulvogntog, indretning og udstyr"
,,3835728,"Modulvogntog, MVT type 1-4"
,,3835729,"Modulvogntog, farligt gods"
,,3835730,"Carbotagekørsel, overtrædelse"
,,3840505,Aktieselskabsloven
,,3840510,Anpartsselskabsloven
,,3840515,Firmaloven
,,3840520,Erhvervsregisteret
,,3840525,Bogføringsloven
,,3840530,Markedsføringsloven
,,3840535,Mønsterbeskyttelse/ophavsret (Udgået)
,,3840540,Råstofloven
,,3840545,Erhvervsfremmeloven
,,3840550,Konkurrenceloven
,,3840555,Lov om kapitaltilførsel
,,3840560,Valutalovgivningen
,,3840565,Bank- og sparekasselov
,,3840570,Lov om butikstid
,,3840575,Andre love vedrørende selskabs- og firmalovgivningen
,,3840580,Selskabsloven
,,3840585,Lov om forretningshemmeligheder
,,3845505,Militære straffelov
,,3845705,Værnepligtsloven
,,3845710,Lov om værnepligtiges anvendelse til civilt arbejde
,,3845715,Civilforsvarsloven
,,3845717,Lov om civilt beredskab
,,3845720,Andre love vedr. forsvaret o.l.
,,3850505,El-lovgivningen
,,3850510,Gaslovgivningen
,,3850515,Fællesantenner
,,3850520,Andre love vedrørende offentlige forsyninger
,,3855305,Restaurationsloven
,,3855310,"Restaurationsloven, nattesæde"
,,3855315,"Restaurationsloven, ulovlig udskænkning"
,,3855320,"Restaurationsloven, forbud"
,,3855325,"Restaurationsloven, meddelt forbud"
,,3855330,"Restaurationsloven, overtrædelse af forbud"
,,3855333,"Alkohol, salg til unge under 16 år"
,,3855339,"Tobak, salg til unge under 16 år"
,,3855340,"Tobak, salg til unge under 18 år"
,,3855505,Næringsloven
,,3855705,Handel med brugte genstande
,,3855905,Lov om auktionsledere
,,3855910,Film- og biograflov
,,3855915,Totalisatorlov
,,3855917,Lov om spillekasinoer
,,3855920,Apotekerlov
,,3855925,Medieansvarsloven (presselov)
,,3855930,Lov om offentlige indsamlinger
,,3855935,Lov om mål og vægt
,,3855940,"Andre love vedr. spil, bevilling, næring mv."
,,3865505,Øvrige særlovgivning
,,3865506,Fortrolig sag
,,3865507,Sikkerhedssag
,,3865508,International kontrolsag
,,3865509,Terroristkontrolsag
,,3865510,International spærring
,,3870505,Uoplyst særlovgivning
