code,spec6_txt,spec4_txt,spec3_txt
457475,U-AMINO S_x0015_JLE,S-OSMOLALITET,Hovedgruppe 7
457476,S-AMINO TLC,S-OSMOLALITET,Hovedgruppe 7
457477,U-AMINO TLC,S-OSMOLALITET,Hovedgruppe 7
457478,U-CYSTIN,S-OSMOLALITET,Hovedgruppe 7
457479,Erys-PROTOPORFY.,S-OSMOLALITET,Hovedgruppe 7
457480,S-d-ALA  11,S-OSMOLALITET,Hovedgruppe 7
457481,U-d-ALA  11,S-OSMOLALITET,Hovedgruppe 7
457482,U-PORFYRIN TOT,S-OSMOLALITET,Hovedgruppe 7
457483,U-MUCOPOLYSACC FR,S-OSMOLALITET,Hovedgruppe 7
457484,P-ACTH,S-OSMOLALITET,Hovedgruppe 7
457485,P-CORTISOL,S-OSMOLALITET,Hovedgruppe 7
457486,S-CORTISOL,S-OSMOLALITET,Hovedgruppe 7
457487,"U-CORTISOL,FRI 11",S-OSMOLALITET,Hovedgruppe 7
457488,U-17-KGS    11,S-OSMOLALITET,Hovedgruppe 7
457489,S-DHA-SULFAT,S-OSMOLALITET,Hovedgruppe 7
457490,U-17-KS  11,S-OSMOLALITET,Hovedgruppe 7
457491,U-PREGNANDIOL,S-OSMOLALITET,Hovedgruppe 7
457492,S-17-OH-PROGES 10,S-OSMOLALITET,Hovedgruppe 7
457493,S-ANDROSTENDION,S-OSMOLALITET,Hovedgruppe 7
457494,U-PREGNANTRIOL,S-OSMOLALITET,Hovedgruppe 7
457495,S-PROGESTERON,S-OSMOLALITET,Hovedgruppe 7
457496,S-TESTO,S-OSMOLALITET,Hovedgruppe 7
457497,U-TESTO,S-OSMOLALITET,Hovedgruppe 7
457498,S-DIHYDROTESTO,S-OSMOLALITET,Hovedgruppe 7
457499,P-ALDOSTERON 3,S-OSMOLALITET,Hovedgruppe 7
457500,S-ALDOSTERON 3,S-ALDOSTERON RIA,Hovedgruppe 7
457501,S-ESTRADI/kvind10,S-ALDOSTERON RIA,Hovedgruppe 7
457502,S-ESTRON,S-ALDOSTERON RIA,Hovedgruppe 7
457503,U-ESTRONGLUCO,S-ALDOSTERON RIA,Hovedgruppe 7
457504,S-ESTRIOL GRAVID,S-ALDOSTERON RIA,Hovedgruppe 7
457505,P-beta-HCG,S-ALDOSTERON RIA,Hovedgruppe 7
457506,S-beta-HCG,S-ALDOSTERON RIA,Hovedgruppe 7
457507,P-PTH INTAKT,S-ALDOSTERON RIA,Hovedgruppe 7
457508,S-REVERSE T3 8,S-ALDOSTERON RIA,Hovedgruppe 7
457509,S-TSH-RECPTOR-AB,S-ALDOSTERON RIA,Hovedgruppe 7
457510,S-V_x0016_KSTHORMON,S-ALDOSTERON RIA,Hovedgruppe 7
457511,P-VASOPRESSIN,S-ALDOSTERON RIA,Hovedgruppe 7
457512,S-PTH,S-ALDOSTERON RIA,Hovedgruppe 7
457513,P-SOMATOMED.C,S-ALDOSTERON RIA,Hovedgruppe 7
457514,S-SOMATOMED.C,S-ALDOSTERON RIA,Hovedgruppe 7
457515,P-CALCITONIN,S-ALDOSTERON RIA,Hovedgruppe 7
457516,S-CALCITONIN,S-ALDOSTERON RIA,Hovedgruppe 7
457517,S-INSULIN,S-ALDOSTERON RIA,Hovedgruppe 7
457518,S-C-PEPTID,S-ALDOSTERON RIA,Hovedgruppe 7
457519,S-C-PEPT PROINS 4,S-ALDOSTERON RIA,Hovedgruppe 7
457520,S-FSH,S-ALDOSTERON RIA,Hovedgruppe 7
457521,S-LH  10,S-ALDOSTERON RIA,Hovedgruppe 7
457522,S-PROLACTIN,S-ALDOSTERON RIA,Hovedgruppe 7
457523,S-HPL  (HCS),S-ALDOSTERON RIA,Hovedgruppe 7
457524,P-RENIN,S-ALDOSTERON RIA,Hovedgruppe 7
457525,P-ANGIOTENSIN II,S-ALDOSTERON RIA,Hovedgruppe 7
457526,F-FEDT I F_x0016_CES,S-ALDOSTERON RIA,Hovedgruppe 7
457527,S-PHOSPHOLIPID 10,S-ALDOSTERON RIA,Hovedgruppe 7
457528,S-OSTEOCALCIN,S-ALDOSTERON RIA,Hovedgruppe 7
457529,S-25-OH-D TOT. U,S-ALDOSTERON RIA,Hovedgruppe 7
457530,S-25-OH-D3,S-ALDOSTERON RIA,Hovedgruppe 7
457531,"S-24,25-D3   8",S-ALDOSTERON RIA,Hovedgruppe 7
457532,"S-1,25-D2+D3",S-ALDOSTERON RIA,Hovedgruppe 7
457533,U-BENC JONES P 11,S-ALDOSTERON RIA,Hovedgruppe 7
457534,S-CRYOGLOB KVAL,S-ALDOSTERON RIA,Hovedgruppe 7
457535,B-APO E GENOTYPE,S-ALDOSTERON RIA,Hovedgruppe 7
457536,Sp-PROTEINFORESEsp,S-ALDOSTERON RIA,Hovedgruppe 7
457537,U-URINFORESE,S-ALDOSTERON RIA,Hovedgruppe 7
457538,P-VIT-D-BIND PROT,S-ALDOSTERON RIA,Hovedgruppe 7
457539,S-VIT-D-BIND PROT,S-ALDOSTERON RIA,Hovedgruppe 7
457540,S-IGF-BIND PROT 3,S-ALDOSTERON RIA,Hovedgruppe 7
457541,S-RETINOL B PROT,S-ALDOSTERON RIA,Hovedgruppe 7
457542,S-FERRITIN  10,S-ALDOSTERON RIA,Hovedgruppe 7
457543,P-COMPL. C5,S-ALDOSTERON RIA,Hovedgruppe 7
457544,S-a-1-FETOPROTEIN,S-ALDOSTERON RIA,Hovedgruppe 7
457545,S-PROT IM,S-ALDOSTERON RIA,Hovedgruppe 7
457546,Sp-PROT IM,S-ALDOSTERON RIA,Hovedgruppe 7
457547,S-M-KOMP KL+TYPE,S-ALDOSTERON RIA,Hovedgruppe 7
457548,Amnionv`ske-a-1-FETO,S-ALDOSTERON RIA,Hovedgruppe 7
457549,P-PREALBUMIN 10,S-ALDOSTERON RIA,Hovedgruppe 7
457550,S-PREALBUMIN 10,S-ALDOSTERON RIA,Hovedgruppe 7
457551,P-OROSOMUCOID,S-ALDOSTERON RIA,Hovedgruppe 7
457552,S-OROSOMUCOID,S-ALDOSTERON RIA,Hovedgruppe 7
457553,P-a-1-ANTITRYPSIN,S-ALDOSTERON RIA,Hovedgruppe 7
457554,S-a-1-ANTITRYPSIN,S-ALDOSTERON RIA,Hovedgruppe 7
457555,S-APO A1,S-ALDOSTERON RIA,Hovedgruppe 7
457556,P-HAPTOGLOBIN,S-ALDOSTERON RIA,Hovedgruppe 7
457557,S-HAPTOGLOBIN,S-ALDOSTERON RIA,Hovedgruppe 7
457558,P-a-2-MACROGLOB,S-ALDOSTERON RIA,Hovedgruppe 7
457559,S-a-2-MACROGLOB,S-ALDOSTERON RIA,Hovedgruppe 7
457560,P-COERULOPLASMIN,S-ALDOSTERON RIA,Hovedgruppe 7
457561,S-COERULOPLASMIN,S-ALDOSTERON RIA,Hovedgruppe 7
457562,P-COMPL. C4,S-ALDOSTERON RIA,Hovedgruppe 7
457563,P-COMPL. C3,S-ALDOSTERON RIA,Hovedgruppe 7
457564,P-HEMOPEXIN,S-ALDOSTERON RIA,Hovedgruppe 7
457565,S-HEMOPEXIN,S-ALDOSTERON RIA,Hovedgruppe 7
457566,P-PLASMINOGEN,S-ALDOSTERON RIA,Hovedgruppe 7
457567,S-PLASMINOGEN,S-ALDOSTERON RIA,Hovedgruppe 7
457568,U-TRANSFERRIN,S-ALDOSTERON RIA,Hovedgruppe 7
457569,P-COMPL FAKTOR B,S-ALDOSTERON RIA,Hovedgruppe 7
457570,S-APO B,S-ALDOSTERON RIA,Hovedgruppe 7
457571,S-APO B-100,S-ALDOSTERON RIA,Hovedgruppe 7
457572,"P-LIPOPROTEIN,FR.",S-ALDOSTERON RIA,Hovedgruppe 7
457573,Sp-IMMUNGLOB G,S-ALDOSTERON RIA,Hovedgruppe 7
457574,U-IMMUNGLOB G,S-ALDOSTERON RIA,Hovedgruppe 7
457575,S-IMMUNGLOB D,S-ALDOSTERON RIA,Hovedgruppe 7
457576,P-LYSOZYM,S-ALDOSTERON RIA,Hovedgruppe 7
457577,S-LYSOZYM,S-ALDOSTERON RIA,Hovedgruppe 7
457578,U-LYSOZYM,S-ALDOSTERON RIA,Hovedgruppe 7
457579,P-COMPL. C1s    P,S-ALDOSTERON RIA,Hovedgruppe 7
457580,P-TBG,S-ALDOSTERON RIA,Hovedgruppe 7
457581,S-TBG,S-ALDOSTERON RIA,Hovedgruppe 7
457582,P-C1-INA-ANTI. P,S-ALDOSTERON RIA,Hovedgruppe 7
457583,P-COMPL.C1q PLASM,S-ALDOSTERON RIA,Hovedgruppe 7
457584,S-SHBG,S-ALDOSTERON RIA,Hovedgruppe 7
457585,IgG-Index,S-ALDOSTERON RIA,Hovedgruppe 7
457586,Pt-SELEKTIV.INDEX,S-ALDOSTERON RIA,Hovedgruppe 7
457587,ALBUMIN (MICROALBUMI,S-ALDOSTERON RIA,Hovedgruppe 7
457588,Ventrikelsekr-INTRIN,S-ALDOSTERON RIA,Hovedgruppe 7
457589,S-THYREOGLOB,S-ALDOSTERON RIA,Hovedgruppe 7
457590,P-COMPL. C2,S-ALDOSTERON RIA,Hovedgruppe 7
457591,P-COMPL. C3d,S-ALDOSTERON RIA,Hovedgruppe 7
457592,P-b-2-MICROGLOB,S-ALDOSTERON RIA,Hovedgruppe 7
457593,U-b-2-MICROGLOB,S-ALDOSTERON RIA,Hovedgruppe 7
457594,U-a-1-MICROGLOB.,S-ALDOSTERON RIA,Hovedgruppe 7
457595,P-FIBRONECTIN,S-ALDOSTERON RIA,Hovedgruppe 7
457596,P-TRANSCORTIN,S-ALDOSTERON RIA,Hovedgruppe 7
457597,S-TRANSCORTIN,S-ALDOSTERON RIA,Hovedgruppe 7
457598,S-CDT  8,S-ALDOSTERON RIA,Hovedgruppe 7
457599,S-Lp(a),S-ALDOSTERON RIA,Hovedgruppe 7
457600,S-APO A2,S-APO A2,Hovedgruppe 7
457601,P-C1-INA.FUNK.P,S-APO A2,Hovedgruppe 7
457602,P-HGB. FRIT,S-APO A2,Hovedgruppe 7
457603,Sp-FARVESTOF I SPI,S-APO A2,Hovedgruppe 7
457604,B-F_x0015_TALT HGB  12,S-APO A2,Hovedgruppe 7
457605,B-CO-HGB  12,S-APO A2,Hovedgruppe 7
457606,B-SULF-HGB,S-APO A2,Hovedgruppe 7
457607,B-HEMIGLOBIN,S-APO A2,Hovedgruppe 7
457608,S-MYOGLOBIN,S-APO A2,Hovedgruppe 7
457609,U-MYOGLOBIN,S-APO A2,Hovedgruppe 7
457610,S-ERYTHROPOIETIN,S-APO A2,Hovedgruppe 7
457611,S-MAST-CLA,S-APO A2,Hovedgruppe 7
457612,S-INTR FAC.ANTIST,S-APO A2,Hovedgruppe 7
457613,S-Anti-HBc M,S-APO A2,Hovedgruppe 7
457614,S-Anti-HBctot,S-APO A2,Hovedgruppe 7
457615,S-DNA ANTIST RIA,S-APO A2,Hovedgruppe 7
457616,S-Anti-HBe,S-APO A2,Hovedgruppe 7
457617,S-HBeAg,S-APO A2,Hovedgruppe 7
457618,S-SPYTKIRT ANTIST,S-APO A2,Hovedgruppe 7
457619,S-GLAT MUSK ANTI,S-APO A2,Hovedgruppe 7
457620,S-TV_x0016_RST MUSK ANT,S-APO A2,Hovedgruppe 7
457621,S-MYOCARD AB(IgG),S-APO A2,Hovedgruppe 7
457622,S-PARIETAL ANTI.,S-APO A2,Hovedgruppe 7
457623,S-MITOC ANTI(IgG),S-APO A2,Hovedgruppe 7
457624,S-BINYREB ANTISTF,S-APO A2,Hovedgruppe 7
457625,P-CEA    1/2,S-APO A2,Hovedgruppe 7
457626,S-Anti-Hep D,S-APO A2,Hovedgruppe 7
457627,P/S-Anti-HIV,S-APO A2,Hovedgruppe 7
457628,S-Anti-HIV,S-APO A2,Hovedgruppe 7
457629,P-ANTITROMB III P,S-APO A2,Hovedgruppe 7
457630,P-PROTEIN C,S-APO A2,Hovedgruppe 7
457631,P-ANTITHR.fakt.Xa,S-APO A2,Hovedgruppe 7
457632,P-ANTITHR.fkt.IIa,S-APO A2,Hovedgruppe 7
457633,B-FAKTOR V GENMUT,S-APO A2,Hovedgruppe 7
457634,S-ANTIINSULIN IgG,S-APO A2,Hovedgruppe 7
457635,P/S-Anti-HCV,S-APO A2,Hovedgruppe 7
457636,S-Precip.ANTISTOF,S-APO A2,Hovedgruppe 7
457637,S-IgG-HVEPS(Pharm,S-APO A2,Hovedgruppe 7
457638,S-IgG-BI (Pharm),S-APO A2,Hovedgruppe 7
457639,P-PROTEIN S,S-APO A2,Hovedgruppe 7
457640,S-CIRK.IMMUNKOMP.,S-APO A2,Hovedgruppe 7
457641,S-Anti-GBM,S-APO A2,Hovedgruppe 7
457642,P-PROTEIN C-AKT.R,S-APO A2,Hovedgruppe 7
457643,S-TPO anti-   1/2,S-APO A2,Hovedgruppe 7
457644,P-PLASM.inh-PAI-1,S-APO A2,Hovedgruppe 7
457645,S-CA 125,S-APO A2,Hovedgruppe 7
457646,F-CALPROTECTIN,S-APO A2,Hovedgruppe 7
457647,S-PSA,S-APO A2,Hovedgruppe 7
457648,S-CA 19-9,S-APO A2,Hovedgruppe 7
457649,S-CA 15-3,S-APO A2,Hovedgruppe 7
457650,Erys-GLU-6-P-DH KVAL,S-APO A2,Hovedgruppe 7
457651,Erys-GLU-6-P-DH,S-APO A2,Hovedgruppe 7
457652,Erys-GALUT KVAL,S-APO A2,Hovedgruppe 7
457653,Erys-GALUT,S-APO A2,Hovedgruppe 7
457654,Erys-PYRUV-KINA KVAL,S-APO A2,Hovedgruppe 7
457655,Erys-PYRUVATKINASE,S-APO A2,Hovedgruppe 7
457656,Pleurav`ske-LDH,S-APO A2,Hovedgruppe 7
457657,Erys-NADH-HEM RED.,S-APO A2,Hovedgruppe 7
457658,Erys-GLUT. RED. KVAL,S-APO A2,Hovedgruppe 7
457659,P-LIPASE,S-APO A2,Hovedgruppe 7
457660,S-LIPASE,S-APO A2,Hovedgruppe 7
457661,Pancreassekr-LIPASE,S-APO A2,Hovedgruppe 7
457662,S-ALDOLASE,S-APO A2,Hovedgruppe 7
457663,S-CHOLINESTERASE,S-APO A2,Hovedgruppe 7
457664,S-KNOGLE BAS.PHOS,S-APO A2,Hovedgruppe 7
457665,Erys-PBG-DEAMINASE,S-APO A2,Hovedgruppe 7
457666,S-TRYPSIN 2,S-APO A2,Hovedgruppe 7
457667,Erys-CARBON DEHYAS,S-APO A2,Hovedgruppe 7
457668,S-ANGIOT.CONV.ENZ,S-APO A2,Hovedgruppe 7
457669,B-BLODTYPE,S-APO A2,Hovedgruppe 7
457670,Pleurav`ske-TUMORCEL,S-APO A2,Hovedgruppe 7
457671,Ascitesv`ske-TUMORCE,S-APO A2,Hovedgruppe 7
457672,U-TUMORCELLER,S-APO A2,Hovedgruppe 7
457673,Eksp.-TUMORCELLER,S-APO A2,Hovedgruppe 7
457674,V`v-MIKROSKOPI V_x0016_V,S-APO A2,Hovedgruppe 7
457675,P-LE CELLER,S-APO A2,Hovedgruppe 7
457676,Sperma-SPERMA UNDERS,S-APO A2,Hovedgruppe 7
457677,F-AM_x0015_BECYSTER,S-APO A2,Hovedgruppe 7
457678,S-Kanin-KNOGLEMARVS,S-APO A2,Hovedgruppe 7
457679,Sten-URINSTEN,S-APO A2,Hovedgruppe 7
457680,S-BORRELIA IgG,S-APO A2,Hovedgruppe 7
457681,Sp-BORRELIA IgG,S-APO A2,Hovedgruppe 7
457682,S-BORRELIA IgM,S-APO A2,Hovedgruppe 7
457683,Sp-BORRELIA IgM,S-APO A2,Hovedgruppe 7
457684,S-HELICOBACT PYL.,S-APO A2,Hovedgruppe 7
457685,Urethralsekr-CHLAMYD,S-APO A2,Hovedgruppe 7
457686,Cervicalsekr.-CHLAMY,S-APO A2,Hovedgruppe 7
457687,Conjunkt.sekr-CHLAMY,S-APO A2,Hovedgruppe 7
457688,S-HALOPERIDOL,S-APO A2,Hovedgruppe 7
457689,U-TRICHLORACETAT,S-APO A2,Hovedgruppe 7
457690,U-CANNABINOL,S-APO A2,Hovedgruppe 7
457691,S-LITHIUM  Li,S-APO A2,Hovedgruppe 7
457692,S-FLUPENTIXOL,S-APO A2,Hovedgruppe 7
457693,S-PHENEMAL,S-APO A2,Hovedgruppe 7
457694,B-ETHANOL URIN+Bl,S-APO A2,Hovedgruppe 7
457695,S-ETHANOL URIN+Bl,S-APO A2,Hovedgruppe 7
457696,U-ETHANOL URIN+Bl,S-APO A2,Hovedgruppe 7
457697,S-BARBITURAT TOT,S-APO A2,Hovedgruppe 7
457698,S-CLOBAZAM,S-APO A2,Hovedgruppe 7
457699,P/S-SALICYLAT;STOFK,S-APO A2,Hovedgruppe 7
457700,S-OXCARBAZEPIN 8,S-OXCARBAZEPIN 8,Hovedgruppe 7
457701,S-CHINIDIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457702,S-DISOPYRAMID,S-OXCARBAZEPIN 8,Hovedgruppe 7
457703,S-PARACETAMOL,S-OXCARBAZEPIN 8,Hovedgruppe 7
457704,S-ZUCLOPENTHIXOL,S-OXCARBAZEPIN 8,Hovedgruppe 7
457705,S-PROCAINAMID,S-OXCARBAZEPIN 8,Hovedgruppe 7
457706,S-TEOFYLLIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457707,S-PROXYPHYLLIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457708,S-VALPROAT,S-OXCARBAZEPIN 8,Hovedgruppe 7
457709,S-COTININ  URIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457710,U-COTININ  URIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457711,U-BUPRENORPHIN 11,S-OXCARBAZEPIN 8,Hovedgruppe 7
457712,S-ETHOSUXIMID,S-OXCARBAZEPIN 8,Hovedgruppe 7
457713,S-CLONAZEPAM,S-OXCARBAZEPIN 8,Hovedgruppe 7
457714,U-BENZO RECEPTOR,S-OXCARBAZEPIN 8,Hovedgruppe 7
457715,P-NITRAZEPAM,S-OXCARBAZEPIN 8,Hovedgruppe 7
457716,S-NITRAZEPAM,S-OXCARBAZEPIN 8,Hovedgruppe 7
457717,P-NORTRIPTYLIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457718,S-NORTRIPTYLIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457719,S-DESIPRAMIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457720,S-MEXILETIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457721,B-CICLOSPORIN 12,S-OXCARBAZEPIN 8,Hovedgruppe 7
457722,S-SULTHIAM,S-OXCARBAZEPIN 8,Hovedgruppe 7
457723,P-FLECAINID,S-OXCARBAZEPIN 8,Hovedgruppe 7
457724,S-FLECAINID,S-OXCARBAZEPIN 8,Hovedgruppe 7
457725,S-PROPAFENON,S-OXCARBAZEPIN 8,Hovedgruppe 7
457726,S-PERPHENAZIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457727,U-LAXANTIA,S-OXCARBAZEPIN 8,Hovedgruppe 7
457728,U-DIURETIKA,S-OXCARBAZEPIN 8,Hovedgruppe 7
457729,U-MEDIKAMENT gr.M,S-OXCARBAZEPIN 8,Hovedgruppe 7
457730,U-MEDIKAMENT gr.L,S-OXCARBAZEPIN 8,Hovedgruppe 7
457731,U-COCAIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457732,"U-MEDIKAMENT,gr.F",S-OXCARBAZEPIN 8,Hovedgruppe 7
457733,"U-AMFETAMIN, KVAL",S-OXCARBAZEPIN 8,Hovedgruppe 7
457734,"U-MEDIKAMENT,gr.C",S-OXCARBAZEPIN 8,Hovedgruppe 7
457735,"U-MEDIKAMENT,gr.B",S-OXCARBAZEPIN 8,Hovedgruppe 7
457736,"U-MEDIKAMENT,gr.A",S-OXCARBAZEPIN 8,Hovedgruppe 7
457737,"NARKOTIKA SCREENING,",S-OXCARBAZEPIN 8,Hovedgruppe 7
457738,OSTEOPOROSE PROFIL,S-OXCARBAZEPIN 8,Hovedgruppe 7
457739,OSTEOPOROSE UNDERS?G,S-OXCARBAZEPIN 8,Hovedgruppe 7
457740,"PROFILANALYSE, ALMEN",S-OXCARBAZEPIN 8,Hovedgruppe 7
457741,"PROFILANALYSE, UDVID",S-OXCARBAZEPIN 8,Hovedgruppe 7
457742,"PROFILANALYSE,KEMISK",S-OXCARBAZEPIN 8,Hovedgruppe 7
457743,RETINOLER,S-OXCARBAZEPIN 8,Hovedgruppe 7
457744,alfa-TOCOPHEROL+RETI,S-OXCARBAZEPIN 8,Hovedgruppe 7
457745,"PORPHYRINER, FRAKTIO",S-OXCARBAZEPIN 8,Hovedgruppe 7
457746,BILIRUBINER FRAKTION,S-OXCARBAZEPIN 8,Hovedgruppe 7
457747,CORTISOL (NON-PROTEI,S-OXCARBAZEPIN 8,Hovedgruppe 7
457748,17-OXOSTEROID FRAKTI,S-OXCARBAZEPIN 8,Hovedgruppe 7
457749,TESTOSTERON (NON-PRO,S-OXCARBAZEPIN 8,Hovedgruppe 7
457750,TRIIODTHYRONIN (FRIT,S-OXCARBAZEPIN 8,Hovedgruppe 7
457751,THYROXIN (NON-PROTEI,S-OXCARBAZEPIN 8,Hovedgruppe 7
457752,HYPOFYSEGONADOTROPIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457753,"M-KOMPONENT, RELATIV",S-OXCARBAZEPIN 8,Hovedgruppe 7
457754,TRANSCOBALAMINER/B12,S-OXCARBAZEPIN 8,Hovedgruppe 7
457755,PROTEINSTATUS,S-OXCARBAZEPIN 8,Hovedgruppe 7
457756,LIPOPROTEINSTATUS,S-OXCARBAZEPIN 8,Hovedgruppe 7
457757,THYREOIDEA ANTISTOFF,S-OXCARBAZEPIN 8,Hovedgruppe 7
457758,GLIADIN ANTISTOFFER,S-OXCARBAZEPIN 8,Hovedgruppe 7
457759,LACTAT-DEHYDROGENASE,S-OXCARBAZEPIN 8,Hovedgruppe 7
457760,CHOLINESTERASE (MED,S-OXCARBAZEPIN 8,Hovedgruppe 7
457761,BASISK PHOSPHATASE F,S-OXCARBAZEPIN 8,Hovedgruppe 7
457762,CREATIN-KINASE FRAKT,S-OXCARBAZEPIN 8,Hovedgruppe 7
457763,alfa-AMYLASE FRAKTIO,S-OXCARBAZEPIN 8,Hovedgruppe 7
457764,"HEMOLYTISK ANÆMI, EN",S-OXCARBAZEPIN 8,Hovedgruppe 7
457765,NARKOTIKA OG BENZODI,S-OXCARBAZEPIN 8,Hovedgruppe 7
457766,BORRELIA ANTISTOFFER,S-OXCARBAZEPIN 8,Hovedgruppe 7
457767,BORRELIA ANTISTOFFER,S-OXCARBAZEPIN 8,Hovedgruppe 7
457768,PRIMIDON,S-OXCARBAZEPIN 8,Hovedgruppe 7
457769,DIAZEPAM,S-OXCARBAZEPIN 8,Hovedgruppe 7
457770,CLOMIPRAMIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457771,IMIPRAMIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457772,AMITRIPTYLIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457773,DOXEPIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457774,AMIODARON,S-OXCARBAZEPIN 8,Hovedgruppe 7
457775,AMOXAPIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457776,DEXTROPROPOXYPHEN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457777,HEPATITIS B CORE ANT,S-OXCARBAZEPIN 8,Hovedgruppe 7
457778,PRO-RENIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457779,HEMOGLOBIN FRAKTIONE,S-OXCARBAZEPIN 8,Hovedgruppe 7
457780,IMMUNGLOBULIN G SUBK,S-OXCARBAZEPIN 8,Hovedgruppe 7
457781,COBALAMIN-ABSORPTION,S-OXCARBAZEPIN 8,Hovedgruppe 7
457782,FRAKT. PYRIDINOLINER,S-OXCARBAZEPIN 8,Hovedgruppe 7
457783,"PORPHYRINER, FRAKTIO",S-OXCARBAZEPIN 8,Hovedgruppe 7
457784,GALDESYRER I FÆCES,S-OXCARBAZEPIN 8,Hovedgruppe 7
457785,S-LAMOTRIGIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457786,S-C-PEPT.(pro-Ins,S-OXCARBAZEPIN 8,Hovedgruppe 7
457787,S-SSA/SSB,S-OXCARBAZEPIN 8,Hovedgruppe 7
457788,P-INSULIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457789,S-INSULIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457790,P-COMPL. C4c,S-OXCARBAZEPIN 8,Hovedgruppe 7
457791,S-COMPL. C4c,S-OXCARBAZEPIN 8,Hovedgruppe 7
457792,P-COMPL. C3c,S-OXCARBAZEPIN 8,Hovedgruppe 7
457793,S-COMPL. C3c,S-OXCARBAZEPIN 8,Hovedgruppe 7
457794,Sp-b-2-MICROGLOB,S-OXCARBAZEPIN 8,Hovedgruppe 7
457795,P-ACTH,S-OXCARBAZEPIN 8,Hovedgruppe 7
457796,Duodenalsekr.-LIPASE,S-OXCARBAZEPIN 8,Hovedgruppe 7
457797,"S-T3,FRIT IMMULI.",S-OXCARBAZEPIN 8,Hovedgruppe 7
457798,P-HOMOCYSTEIN,S-OXCARBAZEPIN 8,Hovedgruppe 7
457799,"S-T4,FRIT IMMULI.",S-OXCARBAZEPIN 8,Hovedgruppe 7
457800,Borrelia antistof (I,Borrelia antistof (I,Hovedgruppe 7
457801,U-COTININ,Borrelia antistof (I,Hovedgruppe 7
457802,Spyt-COTININ,Borrelia antistof (I,Hovedgruppe 7
457803,S-TPA 8,Borrelia antistof (I,Hovedgruppe 7
457804,S-SCC 8,Borrelia antistof (I,Hovedgruppe 7
457805,S-TPS,Borrelia antistof (I,Hovedgruppe 7
457806,S-DNA ANTISTOF,Borrelia antistof (I,Hovedgruppe 7
457807,S-CA 50,Borrelia antistof (I,Hovedgruppe 7
457808,S-NSE,Borrelia antistof (I,Hovedgruppe 7
457809,S-CA 72-4,Borrelia antistof (I,Hovedgruppe 7
457810,S-EOS.CAT.PROTEIN,Borrelia antistof (I,Hovedgruppe 7
457811,P-TIAGABIN,Borrelia antistof (I,Hovedgruppe 7
457812,"S-anti-HCV,IgM",Borrelia antistof (I,Hovedgruppe 7
457813,P-VITAMIN K1,Borrelia antistof (I,Hovedgruppe 7
457814,S-a-2-HS-GLYCOPR,Borrelia antistof (I,Hovedgruppe 7
457815,S-NEFA  10,Borrelia antistof (I,Hovedgruppe 7
457816,P-COTININ  URIN,Borrelia antistof (I,Hovedgruppe 7
457817,U-CROSSLAPS,Borrelia antistof (I,Hovedgruppe 7
457818,Erys-HGB D/S,Borrelia antistof (I,Hovedgruppe 7
457819,Spyt-Anti-HIV,Borrelia antistof (I,Hovedgruppe 7
457820,P-INULIN,Borrelia antistof (I,Hovedgruppe 7
457821,"M-KOMPONENT,RELATIV",Borrelia antistof (I,Hovedgruppe 7
457822,PROFILANALYSE HORMON,Borrelia antistof (I,Hovedgruppe 7
457823,PROFILANALYSE LIPIDE,Borrelia antistof (I,Hovedgruppe 7
457824,P-VON WILLEBRAND,Borrelia antistof (I,Hovedgruppe 7
457825,P-KOAG.FAKT.VIIa,Borrelia antistof (I,Hovedgruppe 7
457826,Ascitesv`ske-PROTEIN,Borrelia antistof (I,Hovedgruppe 7
457827,Ascitesv`ske-LDH,Borrelia antistof (I,Hovedgruppe 7
457828,Ascitesv`ske-AMYLASE,Borrelia antistof (I,Hovedgruppe 7
457829,P-METHYLMALONAT U,Borrelia antistof (I,Hovedgruppe 7
457830,Pleurav`ske-CHOLESTE,Borrelia antistof (I,Hovedgruppe 7
457831,Pleurav`ske-TRIGLYCE,Borrelia antistof (I,Hovedgruppe 7
457832,P-VITAMIN B6,Borrelia antistof (I,Hovedgruppe 7
