code,spec6_txt,spec4_txt,spec3_txt
457833,S-HPL,Borrelia antistof (I,Hovedgruppe 7
457834,Dr`nsekret-AMYLASE,Borrelia antistof (I,Hovedgruppe 7
457835,P-KOAG.FAKTOR VII,Borrelia antistof (I,Hovedgruppe 7
457836,Ledv`ske-LDH,Borrelia antistof (I,Hovedgruppe 7
457837,F-PAT. TARMBAKT.,Borrelia antistof (I,Hovedgruppe 7
457838,F-pH,Borrelia antistof (I,Hovedgruppe 7
457839,"Screening, Narkotika",Borrelia antistof (I,Hovedgruppe 7
457840,ALFA-1-FETOPROTEIN O,Borrelia antistof (I,Hovedgruppe 7
457841,Pleurav`ske-AMYLASE,Borrelia antistof (I,Hovedgruppe 7
457842,U-CITRAT,Borrelia antistof (I,Hovedgruppe 7
457843,Pleurav`ske-PROTEIN,Borrelia antistof (I,Hovedgruppe 7
457844,"S-PROINSULIN,TOT.",Borrelia antistof (I,Hovedgruppe 7
457845,P-BNP,Borrelia antistof (I,Hovedgruppe 7
457846,P-GLUCAGON,Borrelia antistof (I,Hovedgruppe 7
457847,P-ANP,Borrelia antistof (I,Hovedgruppe 7
457848,PROSTATA SPECIFIK AN,Borrelia antistof (I,Hovedgruppe 7
457849,"TESTOSTERON, FRIT",Borrelia antistof (I,Hovedgruppe 7
457850,U-HISTAMIN,Borrelia antistof (I,Hovedgruppe 7
457851,S-CLOZAPIN,Borrelia antistof (I,Hovedgruppe 7
457852,Ascitesv`ske-LIPOPRO,Borrelia antistof (I,Hovedgruppe 7
457853,Pleurav`ske-LIPOPROT,Borrelia antistof (I,Hovedgruppe 7
457854,S-DIGITOXIN,Borrelia antistof (I,Hovedgruppe 7
457855,S-THYR.GLOB.ANTI,Borrelia antistof (I,Hovedgruppe 7
457856,Sp-ANGIOT.CONV.ENZ,Borrelia antistof (I,Hovedgruppe 7
457857,S-DOXYCYCLIN,Borrelia antistof (I,Hovedgruppe 7
457858,U-M-KOMP KL+TYPE,Borrelia antistof (I,Hovedgruppe 7
457859,MEDIKAMENT SCREENING,Borrelia antistof (I,Hovedgruppe 7
457860,"P-AT III, ANTIGEN",Borrelia antistof (I,Hovedgruppe 7
457861,LACTAT-DEHYDROGENASE,Borrelia antistof (I,Hovedgruppe 7
457862,S-S_x0015_LV,Borrelia antistof (I,Hovedgruppe 7
457863,P-GABAPENTIN,Borrelia antistof (I,Hovedgruppe 7
457864,THYROXIN (FRIT),Borrelia antistof (I,Hovedgruppe 7
457865,"HEMOLYTISK AN'MI, EN",Borrelia antistof (I,Hovedgruppe 7
457866,P-HOMOCYSTEIN TOT,Borrelia antistof (I,Hovedgruppe 7
457867,Ventrikelsekr-AMYLAS,Borrelia antistof (I,Hovedgruppe 7
457868,CREATIN-KINASE FRAKT,Borrelia antistof (I,Hovedgruppe 7
457869,METHYLMALONAT OG HOM,Borrelia antistof (I,Hovedgruppe 7
457870,S-GLYCOPROTEIN,Borrelia antistof (I,Hovedgruppe 7
457871,S-MCA,Borrelia antistof (I,Hovedgruppe 7
457872,CLOMIPRAMIN,Borrelia antistof (I,Hovedgruppe 7
457873,Cystev`ske-AMYLASE,Borrelia antistof (I,Hovedgruppe 7
457874,S-CA 72-4   8,Borrelia antistof (I,Hovedgruppe 7
457875,METABOLIT-PAKKE,Borrelia antistof (I,Hovedgruppe 7
457876,P/S-TRANSFERRIN-REC,Borrelia antistof (I,Hovedgruppe 7
457877,PROCAINAMID,Borrelia antistof (I,Hovedgruppe 7
457878,S-THALLIUM  2,Borrelia antistof (I,Hovedgruppe 7
457879,HEPATITIS B CORE ANT,Borrelia antistof (I,Hovedgruppe 7
457880,P/S-METHYLMALO 3,Borrelia antistof (I,Hovedgruppe 7
457881,EPSTEIN BARR-VIRUS A,Borrelia antistof (I,Hovedgruppe 7
457882,U-THALLIUM  2,Borrelia antistof (I,Hovedgruppe 7
457883,THYREOGLOBULIN,Borrelia antistof (I,Hovedgruppe 7
457884,METHYLMALONAT,Borrelia antistof (I,Hovedgruppe 7
457885,U-SALICYLAT;STOFK,Borrelia antistof (I,Hovedgruppe 7
457886,COELIAKI ANTISTOFFER,Borrelia antistof (I,Hovedgruppe 7
457887,Immunglobulin A,Borrelia antistof (I,Hovedgruppe 7
457888,S-HELICOBACT PYL.,Borrelia antistof (I,Hovedgruppe 7
457889,PYRIDINOLINER,Borrelia antistof (I,Hovedgruppe 7
457890,S-IGF-BIND PROT 3,Borrelia antistof (I,Hovedgruppe 7
457891,METHYLMALONAT (URIN),Borrelia antistof (I,Hovedgruppe 7
457892,S-MPT & KAT,Borrelia antistof (I,Hovedgruppe 7
457893,S-WR,Borrelia antistof (I,Hovedgruppe 7
457894,S-CMV ANTISTOF,Borrelia antistof (I,Hovedgruppe 7
457895,S-ANDROGENSTATUS,Borrelia antistof (I,Hovedgruppe 7
457896,S-ANA,Borrelia antistof (I,Hovedgruppe 7
457897,S-PNEUMOKOK AB.TO,Borrelia antistof (I,Hovedgruppe 7
457898,"PORPHYRINER, FRAKTIO",Borrelia antistof (I,Hovedgruppe 7
457899,U-ECSTACY  11,Borrelia antistof (I,Hovedgruppe 7
457900,U-AMINO S_x0015_JLE,U-AMINO S_JLE,Hovedgruppe 7
457901,P/S-AMINO S_x0015_JLE,U-AMINO S_JLE,Hovedgruppe 7
457902,"PORPHYRINER, FRAKTIO",U-AMINO S_JLE,Hovedgruppe 7
457903,"GLUCOSE, URIN",U-AMINO S_JLE,Hovedgruppe 7
457904,S-ANTI INSULIN,U-AMINO S_JLE,Hovedgruppe 7
457905,S-REUMAFAKTOR IGM,U-AMINO S_JLE,Hovedgruppe 7
457906,U-METHADON  ARB.K,U-AMINO S_JLE,Hovedgruppe 7
457907,U-BENZODIAZ.ARB.K,U-AMINO S_JLE,Hovedgruppe 7
457908,U-COCAIN ARB.K.,U-AMINO S_JLE,Hovedgruppe 7
457909,U-AMFETAMIN 21/8,U-AMINO S_JLE,Hovedgruppe 7
457910,U-METAMFET.ARB.K.,U-AMINO S_JLE,Hovedgruppe 7
457911,U-OPIATER  ARB.K.,U-AMINO S_JLE,Hovedgruppe 7
457912,U-BARBITURAT ARBK,U-AMINO S_JLE,Hovedgruppe 7
457913,U-CANNABINOL ARBK,U-AMINO S_JLE,Hovedgruppe 7
457914,U-TRICYKL. ANTIDE,U-AMINO S_JLE,Hovedgruppe 7
457915,U-PHENCYCLIDIN,U-AMINO S_JLE,Hovedgruppe 7
457916,"BLY, URIN",U-AMINO S_JLE,Hovedgruppe 7
457917,P-TRANSFERRIN-REC,U-AMINO S_JLE,Hovedgruppe 7
457918,S-TRANSFERRIN-REC,U-AMINO S_JLE,Hovedgruppe 7
457919,U-DIHYDROTESTO 8,U-AMINO S_JLE,Hovedgruppe 7
457920,S-DIHYDROTESTO 8,U-AMINO S_JLE,Hovedgruppe 7
457921,P-TPO anti-   1/2,U-AMINO S_JLE,Hovedgruppe 7
457922,P-THYR.GLOB.ANTI,U-AMINO S_JLE,Hovedgruppe 7
457923,P-CO2 TOT  19/20,U-AMINO S_JLE,Hovedgruppe 7
457924,ACTH-BELASTNING,U-AMINO S_JLE,Hovedgruppe 7
457925,SSA(RO)/SSB(LA) anti,U-AMINO S_JLE,Hovedgruppe 7
457926,S-ANTI-GBM(IgG),U-AMINO S_JLE,Hovedgruppe 7
457927,S-REUMAFAKTOR IgM,U-AMINO S_JLE,Hovedgruppe 7
457928,S-REUMAFAKTOR IgA,U-AMINO S_JLE,Hovedgruppe 7
457929,S-25-OH-D-TOTAL,U-AMINO S_JLE,Hovedgruppe 7
457930,P-25-OH-D    3,U-AMINO S_JLE,Hovedgruppe 7
457931,S-25-OH-D    3,U-AMINO S_JLE,Hovedgruppe 7
457932,S-SELEN,U-AMINO S_JLE,Hovedgruppe 7
457933,S-CO2 TOT  19/20,U-AMINO S_JLE,Hovedgruppe 7
457934,S-Anti-GBM,U-AMINO S_JLE,Hovedgruppe 7
457935,S-GLAT MUSK ANTI,U-AMINO S_JLE,Hovedgruppe 7
457936,S-IGF-BIND PROT 3,U-AMINO S_JLE,Hovedgruppe 7
457937,S-BINYREB AB(IgG),U-AMINO S_JLE,Hovedgruppe 7
457938,F-TARMBAKT.PAT.,U-AMINO S_JLE,Hovedgruppe 7
457939,S-GAT,U-AMINO S_JLE,Hovedgruppe 7
457940,S-T.GONDII ANTI.,U-AMINO S_JLE,Hovedgruppe 7
457941,S-YERSINIA,U-AMINO S_JLE,Hovedgruppe 7
457942,"S-PSA,RATIO",U-AMINO S_JLE,Hovedgruppe 7
457943,F-PAT. TARMBAKT.,U-AMINO S_JLE,Hovedgruppe 7
457944,B-HEMOGLOBIN A1c,U-AMINO S_JLE,Hovedgruppe 7
457947,P-CO2 TOT  19/20,U-AMINO S_JLE,Hovedgruppe 7
457948,ACTH-BELASTNING,U-AMINO S_JLE,Hovedgruppe 7
457949,P/S-CORTISOL,U-AMINO S_JLE,Hovedgruppe 7
457950,P/S-OSTEOCALCIN,U-AMINO S_JLE,Hovedgruppe 7
457951,P/S-HELICOBACT PYL.,U-AMINO S_JLE,Hovedgruppe 7
457952,S-CK-MB,U-AMINO S_JLE,Hovedgruppe 7
457953,S-DISOPYRAMID,U-AMINO S_JLE,Hovedgruppe 7
457954,P/S-IL-2R    3,U-AMINO S_JLE,Hovedgruppe 7
457955,P/S-CRP;MASSEK.,U-AMINO S_JLE,Hovedgruppe 7
457956,P/S-THYR.GLOB.ANTI,U-AMINO S_JLE,Hovedgruppe 7
457957,P/S-LEPTIN,U-AMINO S_JLE,Hovedgruppe 7
457958,U-FLUORID,U-AMINO S_JLE,Hovedgruppe 7
457959,S-GULD,U-AMINO S_JLE,Hovedgruppe 7
457960,U-SMID V_x0016_K,U-AMINO S_JLE,Hovedgruppe 7
457961,S-TROPONIN I,U-AMINO S_JLE,Hovedgruppe 7
457962,IMMUNGLOBULIN G-SUBK,U-AMINO S_JLE,Hovedgruppe 7
457963,Hb(Fe; B)-HGB A1C  1,U-AMINO S_JLE,Hovedgruppe 7
457964,F-CALPROTECTIN,U-AMINO S_JLE,Hovedgruppe 7
457965,"NATRIUM, URIN",U-AMINO S_JLE,Hovedgruppe 7
457966,"KALIUM, URIN",U-AMINO S_JLE,Hovedgruppe 7
457967,S-CO2 TOT  19/20,U-AMINO S_JLE,Hovedgruppe 7
457968,S-CEA    1/2,U-AMINO S_JLE,Hovedgruppe 7
457969,S-b-2-MICROGLOB,U-AMINO S_JLE,Hovedgruppe 7
457970,"U-H_x0016_MOGLOBIN,STIX",U-AMINO S_JLE,Hovedgruppe 7
457971,S-T4,U-AMINO S_JLE,Hovedgruppe 7
457972,S-QUINIDIN,U-AMINO S_JLE,Hovedgruppe 7
457973,F-CALPROTECTIN,U-AMINO S_JLE,Hovedgruppe 7
457974,P-GLUCAGON,U-AMINO S_JLE,Hovedgruppe 7
457975,U-ALDOSTERON-U,U-AMINO S_JLE,Hovedgruppe 7
457976,RETICULIN-ANTISTOF,U-AMINO S_JLE,Hovedgruppe 7
457977,P-LACTAT  27,U-AMINO S_JLE,Hovedgruppe 7
457978,S-C1-INA-ANTIGEN,U-AMINO S_JLE,Hovedgruppe 7
457979,P/S-IMMUNGLOB.E,U-AMINO S_JLE,Hovedgruppe 7
457980,P/S-TSH,U-AMINO S_JLE,Hovedgruppe 7
457981,EPSTEIN-BARR VIRUS (,U-AMINO S_JLE,Hovedgruppe 7
457982,S-HAPTOGLOBIN  8,U-AMINO S_JLE,Hovedgruppe 7
457983,P/S-PHENYTOIN,U-AMINO S_JLE,Hovedgruppe 7
457984,S-TSH-RECEPTOR-AB,U-AMINO S_JLE,Hovedgruppe 7
457985,S-V_x0016_KSTHORMON,U-AMINO S_JLE,Hovedgruppe 7
457986,S-FSH,U-AMINO S_JLE,Hovedgruppe 7
457987,S-PROLACTIN,U-AMINO S_JLE,Hovedgruppe 7
457988,F-FEDT I F_x0016_CES,U-AMINO S_JLE,Hovedgruppe 7
457989,S-OSTEOCALCIN,U-AMINO S_JLE,Hovedgruppe 7
457990,S-25-OH-D TOTAL,U-AMINO S_JLE,Hovedgruppe 7
457991,"S-1,25-D3",U-AMINO S_JLE,Hovedgruppe 7
457992,U-BENC JONES PROT,U-AMINO S_JLE,Hovedgruppe 7
457993,S-IGF-BIND PROT 3,U-AMINO S_JLE,Hovedgruppe 7
457994,S-M-KOMP KL+TYPE,U-AMINO S_JLE,Hovedgruppe 7
457995,U-M-KOMP KL+TYPE,U-AMINO S_JLE,Hovedgruppe 7
457996,P-a-1-ANTITRYPSIN,U-AMINO S_JLE,Hovedgruppe 7
457997,S-a-1-ANTITRYPSIN,U-AMINO S_JLE,Hovedgruppe 7
457998,S-APO A1,U-AMINO S_JLE,Hovedgruppe 7
457999,S-a-2-MACROGLOB,U-AMINO S_JLE,Hovedgruppe 7
458000,S-APO B,Hovedgruppe 8,Hovedgruppe 8
458001,U-ALBUMIN(MICRO),Hovedgruppe 8,Hovedgruppe 8
458002,P-COMPL. C3d,Hovedgruppe 8,Hovedgruppe 8
458003,P-FIBRONECTIN,Hovedgruppe 8,Hovedgruppe 8
458004,S-Lp(a),Hovedgruppe 8,Hovedgruppe 8
458005,P-C1-INA.FUNK. P,Hovedgruppe 8,Hovedgruppe 8
458006,P-C1-INA.FUNK.P,Hovedgruppe 8,Hovedgruppe 8
458007,S-MYOGLOBIN,Hovedgruppe 8,Hovedgruppe 8
458008,U-MYOGLOBIN,Hovedgruppe 8,Hovedgruppe 8
458009,S-ERYTHROPOIETIN,Hovedgruppe 8,Hovedgruppe 8
458010,S-MAST-CLA,Hovedgruppe 8,Hovedgruppe 8
458011,S-MYOKARD ANTIST,Hovedgruppe 8,Hovedgruppe 8
458012,S-PARIETAL ANTIST,Hovedgruppe 8,Hovedgruppe 8
458013,S-MITOC ANTIST,Hovedgruppe 8,Hovedgruppe 8
458014,P-Anti-HIV,Hovedgruppe 8,Hovedgruppe 8
458015,S-Anti-HCV,Hovedgruppe 8,Hovedgruppe 8
458016,P/S-Anti-HCV,Hovedgruppe 8,Hovedgruppe 8
458017,S-CIRK.IMMUNCOMP,Hovedgruppe 8,Hovedgruppe 8
458018,S-CA 125,Hovedgruppe 8,Hovedgruppe 8
458019,S-CA 125,Hovedgruppe 8,Hovedgruppe 8
458020,S-LIPASE,Hovedgruppe 8,Hovedgruppe 8
458021,F-AM_x0015_BECYSTER,Hovedgruppe 8,Hovedgruppe 8
458022,S-SALICYLAT,Hovedgruppe 8,Hovedgruppe 8
458023,S-FLECAINID,Hovedgruppe 8,Hovedgruppe 8
458024,S-LAMOTRIGIN,Hovedgruppe 8,Hovedgruppe 8
458025,S-FRIT T3,Hovedgruppe 8,Hovedgruppe 8
458026,"S-T3,FRIT",Hovedgruppe 8,Hovedgruppe 8
458027,S-FRIT T4,Hovedgruppe 8,Hovedgruppe 8
458028,S-TPA,Hovedgruppe 8,Hovedgruppe 8
458029,S-TPS,Hovedgruppe 8,Hovedgruppe 8
458030,S-CA 50,Hovedgruppe 8,Hovedgruppe 8
458031,S-EOS.CAT.PROTEIN,Hovedgruppe 8,Hovedgruppe 8
458032,Ascitesv`ske-AMYLASE,Hovedgruppe 8,Hovedgruppe 8
458033,Dr`nsekret-AMYLASE,Hovedgruppe 8,Hovedgruppe 8
458034,P-HOMOCYSTEIN,Hovedgruppe 8,Hovedgruppe 8
458035,P-PTH INTAKT,Hovedgruppe 8,Hovedgruppe 8
458037,Pt-IgG INDEX,Hovedgruppe 8,Hovedgruppe 8
458038,S-Anti-THYR-PEROX,Hovedgruppe 8,Hovedgruppe 8
458039,U-SCR-NARKO,Hovedgruppe 8,Hovedgruppe 8
458041,Csv-LACTAT  27,Hovedgruppe 8,Hovedgruppe 8
458043,U-PORPHOBILI  34,Hovedgruppe 8,Hovedgruppe 8
458044,S-DIGOXIN,Hovedgruppe 8,Hovedgruppe 8
458045,P/S-NORTRIPTYLIN  3,Hovedgruppe 8,Hovedgruppe 8
458046,S-LDL-CHOLESTEROL,Hovedgruppe 8,Hovedgruppe 8
458047,AMITRIPTYLIN; stofk.,Hovedgruppe 8,Hovedgruppe 8
458048,S-a-1-F_x0015_TOPROTEIN,Hovedgruppe 8,Hovedgruppe 8
458049,U-ETHANOL 11,Hovedgruppe 8,Hovedgruppe 8
458050,CLOMIPRAMIN,Hovedgruppe 8,Hovedgruppe 8
458051,BORRELIA BURGDORFERI,Hovedgruppe 8,Hovedgruppe 8
458052,F-a-1-ANTITRYPSIN,Hovedgruppe 8,Hovedgruppe 8
458053,S-ETHANOL 11,Hovedgruppe 8,Hovedgruppe 8
458054,GLIADIN-ANTISTOF,Hovedgruppe 8,Hovedgruppe 8
458056,S-COMP.C2 2,Hovedgruppe 8,Hovedgruppe 8
458057,THYREOIDEA-CALCITONI,Hovedgruppe 8,Hovedgruppe 8
458058,P/S-ERYTHROPOIETIN,Hovedgruppe 8,Hovedgruppe 8
458059,B-ETHANOL 11,Hovedgruppe 8,Hovedgruppe 8
458060,IgG/ALBUMIN; REL.MAS,Hovedgruppe 8,Hovedgruppe 8
458061,S-MEXILETIN,Hovedgruppe 8,Hovedgruppe 8
458062,P/S-THEOPHYLLIN,Hovedgruppe 8,Hovedgruppe 8
458063,S-RETINOLB PROT10,Hovedgruppe 8,Hovedgruppe 8
458064,P/S-HOMOCYSTEIN,Hovedgruppe 8,Hovedgruppe 8
458066,S-FERROXIDASE,Hovedgruppe 8,Hovedgruppe 8
458067,S-COMPL. C3c,Hovedgruppe 8,Hovedgruppe 8
458068,P/S-TBG,Hovedgruppe 8,Hovedgruppe 8
458069,P/S-IMMUNGLOB.E,Hovedgruppe 8,Hovedgruppe 8
458070,P/S-VALPROAT 10,Hovedgruppe 8,Hovedgruppe 8
458071,S-COMPL. C4c,Hovedgruppe 8,Hovedgruppe 8
458072,S-a-2-MACROGLO 10,Hovedgruppe 8,Hovedgruppe 8
458073,S-COMPL. C1q   8,Hovedgruppe 8,Hovedgruppe 8
458074,SUR PHOSPHATASE(TYPE,Hovedgruppe 8,Hovedgruppe 8
458075,S(fPt)-PROINSULIN  2,Hovedgruppe 8,Hovedgruppe 8
458076,S-MEXILETIN,Hovedgruppe 8,Hovedgruppe 8
458077,S-PARIT.CEL.(IgG),Hovedgruppe 8,Hovedgruppe 8
458078,S-PHENEMAL  8,Hovedgruppe 8,Hovedgruppe 8
458079,PRIMIDON + PHENOBARB,Hovedgruppe 8,Hovedgruppe 8
458080,HISTAMIN (U-),Hovedgruppe 8,Hovedgruppe 8
458081,COELIAKI-ANTISTOF; E,Hovedgruppe 8,Hovedgruppe 8
458082,S-TRANSGLUTAM.,Hovedgruppe 8,Hovedgruppe 8
458083,S(fPt)-C-PEPT PROINS,Hovedgruppe 8,Hovedgruppe 8
458084,STREPTOCOCCUS-ANTIST,Hovedgruppe 8,Hovedgruppe 8
458085,B-PYRUVATKINASE12,Hovedgruppe 8,Hovedgruppe 8
458086,S-IGF-I  8,Hovedgruppe 8,Hovedgruppe 8
458087,S-Lp(a),Hovedgruppe 8,Hovedgruppe 8
458088,S-CITALOPRAM,Hovedgruppe 8,Hovedgruppe 8
458090,S-DNA ANTISTOF,Hovedgruppe 8,Hovedgruppe 8
458091,S-COMP.C5 2,Hovedgruppe 8,Hovedgruppe 8
458092,S-IL-2R    3,Hovedgruppe 8,Hovedgruppe 8
458093,P/S-b-2-MICROGLOB,Hovedgruppe 8,Hovedgruppe 8
458095,P/S-RENIN,Hovedgruppe 8,Hovedgruppe 8
458096,P/S-COMPL. C3d,Hovedgruppe 8,Hovedgruppe 8
458097,Csv-ALBUMIN Csv,Hovedgruppe 8,Hovedgruppe 8
458098,P-COMPL. C3d,Hovedgruppe 8,Hovedgruppe 8
458099,"CADMIUM, UDSKILLELSE",Hovedgruppe 8,Hovedgruppe 8
458100,P-VASOPRESSIN,P-VASOPRESSIN,Hovedgruppe 8
458101,Ercs(B)-GALUT,P-VASOPRESSIN,Hovedgruppe 8
458102,IMIPRAMIN; stofk. (S,P-VASOPRESSIN,Hovedgruppe 8
458103,TSH-RECEPTOR-Ab/THYR,P-VASOPRESSIN,Hovedgruppe 8
458104,B-BLY (DANAK),P-VASOPRESSIN,Hovedgruppe 8
458105,P/S-CARBAMAZEPIN,P-VASOPRESSIN,Hovedgruppe 8
458106,P-PROTEIN S FRIT,P-VASOPRESSIN,Hovedgruppe 8
458107,P-PAI-1,P-VASOPRESSIN,Hovedgruppe 8
458110,NARKOTIKUM; ARB.K. (,P-VASOPRESSIN,Hovedgruppe 8
458111,NARKOTIKUM OG BENZOD,P-VASOPRESSIN,Hovedgruppe 8
458112,B-GLU-6-P-DH  12,P-VASOPRESSIN,Hovedgruppe 8
458113,B-PYRUVAT 12,P-VASOPRESSIN,Hovedgruppe 8
458114,S-IMMUNGLOB D,P-VASOPRESSIN,Hovedgruppe 8
458115,S-MAST-CLA:STD.,P-VASOPRESSIN,Hovedgruppe 8
458116,S-APO A1   2,P-VASOPRESSIN,Hovedgruppe 8
458117,S(fPt)-APO B   15,P-VASOPRESSIN,Hovedgruppe 8
458118,Hb(Fe; B)-METH_x0016_MOGLO,P-VASOPRESSIN,Hovedgruppe 8
458119,LACTATDEHYROGENASETY,P-VASOPRESSIN,Hovedgruppe 8
458120,"OXALAT, UDSKILLELSE",P-VASOPRESSIN,Hovedgruppe 8
458121,CREATINKINASETYPE; K,P-VASOPRESSIN,Hovedgruppe 8
458122,S-PENICILLIN G 8,P-VASOPRESSIN,Hovedgruppe 8
458123,S-PENICILLIN V 8,P-VASOPRESSIN,Hovedgruppe 8
458124,L'GEMIDDEL-ANTISTOF(,P-VASOPRESSIN,Hovedgruppe 8
458125,S-LYSOZYM,P-VASOPRESSIN,Hovedgruppe 8
458126,LAKSANTIUM; arb.k. (,P-VASOPRESSIN,Hovedgruppe 8
458127,S-PROGESTERON,P-VASOPRESSIN,Hovedgruppe 8
458128,S-PROLACTIN   8,P-VASOPRESSIN,Hovedgruppe 8
458129,P/S-ALDOSTERON 3,P-VASOPRESSIN,Hovedgruppe 8
458132,P/S-CHOLINESTERA 10,P-VASOPRESSIN,Hovedgruppe 8
458133,S-PHYTOMENADION 2,P-VASOPRESSIN,Hovedgruppe 8
458134,S-PEPTIDYL.DIPEPT,P-VASOPRESSIN,Hovedgruppe 8
458135,S-DHA-SULFAT 8,P-VASOPRESSIN,Hovedgruppe 8
458136,S-NIKKEL  8,P-VASOPRESSIN,Hovedgruppe 8
458137,Pt(F)-SMID V_x0016_K,P-VASOPRESSIN,Hovedgruppe 8
458138,Pt(F)-SMID V_x0016_K,P-VASOPRESSIN,Hovedgruppe 8
458139,S-ANDROSTENDION 8,P-VASOPRESSIN,Hovedgruppe 8
458140,S-FOLLITROPIN  10,P-VASOPRESSIN,Hovedgruppe 8
458141,P/S-METHYLMALO  3,P-VASOPRESSIN,Hovedgruppe 8
458142,Hb(B)-HB FRAKT 14,P-VASOPRESSIN,Hovedgruppe 8
458143,S-HELICOBA PYL. 8,P-VASOPRESSIN,Hovedgruppe 8
458144,P-FIBRINOGEN 9,P-VASOPRESSIN,Hovedgruppe 8
458145,S-GRAV. TEST 2,P-VASOPRESSIN,Hovedgruppe 8
458146,B-CICLOSPORIN 12,P-VASOPRESSIN,Hovedgruppe 8
458147,P-ASCORBAT 3,P-VASOPRESSIN,Hovedgruppe 8
458148,S-SHBG  8,P-VASOPRESSIN,Hovedgruppe 8
458149,S-SELEN  8,P-VASOPRESSIN,Hovedgruppe 8
458150,S-XYLOSE 8/11,P-VASOPRESSIN,Hovedgruppe 8
458151,U-XYLOSE 8/11,P-VASOPRESSIN,Hovedgruppe 8
458152,P/S-NEFA  10,P-VASOPRESSIN,Hovedgruppe 8
458153,U-d-ALA  11,P-VASOPRESSIN,Hovedgruppe 8
458154,S-DIHYDROTESTO 8,P-VASOPRESSIN,Hovedgruppe 8
458155,S-FRUCTOSAMIN 8,P-VASOPRESSIN,Hovedgruppe 8
458156,U-Mg  10,P-VASOPRESSIN,Hovedgruppe 8
458157,U-VMA   11,P-VASOPRESSIN,Hovedgruppe 8
458158,S-OXCARBAZEPIN 8,P-VASOPRESSIN,Hovedgruppe 8
458159,S(fPt)-PROINSULIN  2,P-VASOPRESSIN,Hovedgruppe 8
458160,S-TESTO. FRIT 3,P-VASOPRESSIN,Hovedgruppe 8
458161,S-BAS.PHOS.FRAK.8,P-VASOPRESSIN,Hovedgruppe 8
458162,S-AMYLASE FRAK. 8,P-VASOPRESSIN,Hovedgruppe 8
458163,P/S-17-OH-PROGES 10,P-VASOPRESSIN,Hovedgruppe 8
458164,S-CDT  8,P-VASOPRESSIN,Hovedgruppe 8
458165,P/S-METHYLMALO  3,P-VASOPRESSIN,Hovedgruppe 8
458166,S-HYDROXYPROLIN,P-VASOPRESSIN,Hovedgruppe 8
458167,P/S-VALPROAT 10,P-VASOPRESSIN,Hovedgruppe 8
458168,P-INSULIN,P-VASOPRESSIN,Hovedgruppe 8
458169,S-INSULIN,P-VASOPRESSIN,Hovedgruppe 8
458170,"U-CORTISOL,FRI 11",P-VASOPRESSIN,Hovedgruppe 8
458172,S-COMPL. C1q   8,P-VASOPRESSIN,Hovedgruppe 8
458173,S-COMP.C2 2,P-VASOPRESSIN,Hovedgruppe 8
458174,S-COMP.C5 2,P-VASOPRESSIN,Hovedgruppe 8
458175,S-PTH  2,P-VASOPRESSIN,Hovedgruppe 8
458176,P/S-a-2-MACROGLO 10,P-VASOPRESSIN,Hovedgruppe 8
458177,U-BUPRENORPHIN 11,P-VASOPRESSIN,Hovedgruppe 8
458178,P/S-PREALBUMIN 10,P-VASOPRESSIN,Hovedgruppe 8
458179,B-F_x0015_TALT HGB  12,P-VASOPRESSIN,Hovedgruppe 8
458180,S-VITAMIN E,P-VASOPRESSIN,Hovedgruppe 8
458181,P/S-LIPASE  10,P-VASOPRESSIN,Hovedgruppe 8
458182,P/S-25-OH-D    3,P-VASOPRESSIN,Hovedgruppe 8
458183,P/S-ESTRADI/kvind10,P-VASOPRESSIN,Hovedgruppe 8
458184,P/S-RETINOLB PROT10,P-VASOPRESSIN,Hovedgruppe 8
458185,B-SULFH_x0016_MOGLO. 12,P-VASOPRESSIN,Hovedgruppe 8
458186,P-HGB FRIT  9,P-VASOPRESSIN,Hovedgruppe 8
458187,P/S-TESTO. FRIT 3,P-VASOPRESSIN,Hovedgruppe 8
458188,P/S-ESTRADIOL 2,P-VASOPRESSIN,Hovedgruppe 8
458189,P-PROT C AKTIVI 1,P-VASOPRESSIN,Hovedgruppe 8
458190,S-CDT   8,P-VASOPRESSIN,Hovedgruppe 8
458191,P/S-RETINOLB.PROT 3,P-VASOPRESSIN,Hovedgruppe 8
458192,P/S-LH  10,P-VASOPRESSIN,Hovedgruppe 8
458193,P/S-FERRITIN  10,P-VASOPRESSIN,Hovedgruppe 8
458194,P/S-CALCITONIN  3,P-VASOPRESSIN,Hovedgruppe 8
458195,P-PAI-1,P-VASOPRESSIN,Hovedgruppe 8
458196,P-PROTEIN S FRIT,P-VASOPRESSIN,Hovedgruppe 8
458197,P-PROT C RESIST 1,P-VASOPRESSIN,Hovedgruppe 8
458198,P-COMPL. C3d,P-VASOPRESSIN,Hovedgruppe 8
458199,P-ANTITHR.fakt.Xa,P-VASOPRESSIN,Hovedgruppe 8
458200,P-ANTITHR.fkt.IIa,P-ANTITHR.fkt.IIa,Hovedgruppe 8
458201,THYREOIDEA-CALCITONI,P-ANTITHR.fkt.IIa,Hovedgruppe 8
458202,S-COMPL. C2   2,P-ANTITHR.fkt.IIa,Hovedgruppe 8
458203,S-SELEN    2,P-ANTITHR.fkt.IIa,Hovedgruppe 8
458204,P/S-FERRITIN   3,P-ANTITHR.fkt.IIa,Hovedgruppe 8
